PhysicalX(mm),PhysicalY(mm),1574999500Hz,1574999510Hz,1574999520Hz,1574999530Hz,1574999540Hz,1574999550Hz,1574999560Hz,1574999570Hz,1574999580Hz,1574999590Hz,1574999600Hz,1574999610Hz,1574999620Hz,1574999630Hz,1574999640Hz,1574999650Hz,1574999660Hz,1574999670Hz,1574999680Hz,1574999690Hz,1574999700Hz,1574999710Hz,1574999720Hz,1574999730Hz,1574999740Hz,1574999750Hz,1574999760Hz,1574999770Hz,1574999780Hz,1574999790Hz,1574999800Hz,1574999810Hz,1574999820Hz,1574999830Hz,1574999840Hz,1574999850Hz,1574999860Hz,1574999870Hz,1574999880Hz,1574999890Hz,1574999900Hz,1574999910Hz,1574999920Hz,1574999930Hz,1574999940Hz,1574999950Hz,1574999960Hz,1574999970Hz,1574999980Hz,1574999990Hz,1575000000Hz,1575000010Hz,1575000020Hz,1575000030Hz,1575000040Hz,1575000050Hz,1575000060Hz,1575000070Hz,1575000080Hz,1575000090Hz,1575000100Hz,1575000110Hz,1575000120Hz,1575000130Hz,1575000140Hz,1575000150Hz,1575000160Hz,1575000170Hz,1575000180Hz,1575000190Hz,1575000200Hz,1575000210Hz,1575000220Hz,1575000230Hz,1575000240Hz,1575000250Hz,1575000260Hz,1575000270Hz,1575000280Hz,1575000290Hz,1575000300Hz,1575000310Hz,1575000320Hz,1575000330Hz,1575000340Hz,1575000350Hz,1575000360Hz,1575000370Hz,1575000380Hz,1575000390Hz,1575000400Hz,1575000410Hz,1575000420Hz,1575000430Hz,1575000440Hz,1575000450Hz,1575000460Hz,1575000470Hz,1575000480Hz,1575000490Hz,1575000500Hz
228.907,-156.097,-26.537,-31.762,-35.988,-30.089,-30.299,-24.318,-20.583,-20.918,-23.031,-29.148,-36.814,-41.720,-28.149,-26.118,-25.370,-35.820,-25.529,-24.710,-26.924,-35.574,-22.871,-21.351,-27.857,-34.346,-53.044,-34.476,-27.281,-28.245,-33.296,-31.929,-28.570,-29.462,-33.462,-31.113,-29.242,-30.687,-29.274,-29.075,-25.970,-24.141,-34.740,-33.141,-26.969,-28.243,-42.990,-26.133,-24.769,-34.472,-33.452,-30.691,-3.532,11.653,15.105,7.318,-19.693,-24.885,-26.211,-26.719,-25.666,-26.552,-26.792,-27.966,-38.828,-38.748,-28.562,-31.270,-34.486,-37.465,-27.604,-28.634,-35.841,-52.692,-33.952,-29.164,-34.797,-35.988,-37.243,-32.118,-37.914,-33.942,-25.147,-22.727,-26.753,-32.614,-35.497,-35.883,-25.943,-26.333,-23.646,-49.712,-23.186,-25.749,-32.275,-28.907,-26.240,-32.681,-25.892,-24.396,-28.614,-38.856,-30.939
230.940,-156.097,-29.238,-45.051,-34.504,-32.023,-29.640,-34.417,-50.407,-32.230,-28.196,-51.512,-32.291,-39.165,-28.968,-24.949,-25.993,-28.625,-28.026,-27.339,-26.551,-25.684,-26.843,-28.061,-27.556,-25.214,-29.075,-33.227,-28.519,-29.213,-26.125,-26.948,-33.088,-30.512,-29.522,-23.666,-25.258,-26.725,-27.237,-28.563,-29.731,-30.110,-34.471,-34.887,-31.619,-32.425,-30.884,-39.373,-27.246,-21.949,-24.993,-33.065,-4.329,11.433,14.953,7.117,-17.464,-31.390,-29.646,-29.193,-27.736,-25.441,-30.973,-32.631,-30.093,-28.530,-31.554,-33.997,-29.296,-31.727,-26.460,-29.337,-31.371,-31.934,-31.955,-28.584,-31.216,-27.363,-23.980,-27.280,-30.226,-28.484,-41.906,-31.781,-24.823,-29.188,-26.762,-24.227,-29.715,-30.420,-23.448,-27.789,-25.594,-28.191,-34.201,-30.162,-35.454,-32.277,-46.867,-35.940,-34.702,-36.762,-43.723
232.973,-156.097,-27.164,-26.775,-30.366,-37.146,-41.404,-45.384,-37.534,-38.034,-32.114,-28.441,-21.254,-22.455,-25.128,-28.675,-39.160,-49.531,-29.546,-24.772,-23.914,-21.518,-22.407,-22.901,-24.928,-26.678,-34.002,-37.062,-25.764,-22.451,-24.420,-22.646,-20.923,-24.885,-40.637,-48.871,-34.125,-31.468,-29.670,-31.620,-34.431,-35.710,-33.176,-28.336,-36.743,-29.841,-31.008,-36.636,-31.924,-37.152,-28.162,-29.787,-4.508,11.302,14.814,7.078,-14.219,-28.357,-31.891,-28.016,-37.744,-55.208,-46.717,-29.750,-26.233,-24.960,-24.243,-31.008,-31.023,-31.970,-43.509,-32.471,-24.427,-27.677,-31.012,-32.450,-28.028,-33.978,-33.086,-25.523,-23.438,-24.136,-25.976,-30.986,-36.786,-41.594,-34.307,-27.700,-26.055,-24.994,-28.095,-31.512,-30.533,-30.751,-26.828,-27.695,-37.105,-38.000,-33.588,-38.507,-32.099,-27.921,-40.472
235.006,-156.097,-39.255,-45.068,-31.227,-33.627,-34.869,-28.139,-31.069,-36.628,-36.962,-38.190,-40.792,-30.400,-29.390,-36.455,-37.615,-32.821,-26.415,-21.393,-20.112,-22.642,-25.708,-32.976,-36.265,-26.142,-26.662,-28.473,-32.565,-31.629,-29.771,-39.253,-30.310,-30.829,-27.049,-24.844,-27.925,-35.549,-34.036,-26.048,-28.714,-37.648,-38.861,-27.033,-24.136,-28.608,-35.800,-36.077,-32.702,-29.655,-28.050,-32.021,-5.085,10.912,14.485,6.733,-20.559,-26.037,-28.998,-28.884,-28.141,-30.680,-28.458,-30.881,-29.544,-28.638,-40.552,-33.154,-35.408,-30.003,-33.786,-46.593,-49.454,-37.550,-38.329,-31.612,-26.695,-28.678,-27.403,-30.777,-27.402,-29.766,-39.968,-30.700,-27.885,-24.506,-27.134,-33.374,-36.477,-39.721,-37.272,-31.813,-25.736,-21.610,-22.800,-28.471,-25.613,-24.382,-26.972,-37.630,-28.757,-29.944,-31.573
237.039,-156.097,-24.941,-32.199,-38.946,-36.221,-33.671,-37.733,-34.037,-29.600,-30.697,-40.235,-38.697,-31.784,-41.281,-30.467,-27.250,-33.302,-26.368,-24.930,-28.343,-27.653,-25.219,-24.466,-31.603,-48.674,-31.090,-28.637,-29.993,-31.791,-33.875,-28.206,-32.394,-32.397,-40.719,-36.633,-30.520,-28.241,-26.677,-27.237,-32.012,-50.770,-33.894,-32.733,-27.660,-25.310,-36.528,-33.595,-29.305,-27.544,-26.823,-26.681,-4.674,11.078,14.549,6.636,-21.409,-33.660,-26.911,-28.564,-26.558,-39.087,-33.668,-40.065,-33.574,-31.607,-27.374,-23.665,-29.503,-35.256,-29.215,-34.076,-27.659,-23.934,-32.647,-36.993,-42.712,-32.581,-29.071,-33.012,-46.844,-36.989,-35.308,-28.943,-32.248,-31.807,-31.849,-27.535,-25.977,-35.512,-30.281,-25.600,-27.200,-37.087,-30.531,-26.713,-27.320,-30.082,-29.575,-30.791,-35.071,-41.216,-29.399
239.072,-156.097,-25.656,-30.668,-29.103,-37.248,-46.740,-30.423,-25.263,-31.528,-37.045,-29.841,-32.753,-32.779,-30.179,-28.331,-30.025,-28.735,-31.990,-35.965,-30.478,-33.188,-43.408,-30.623,-28.806,-47.418,-35.708,-42.732,-28.385,-31.025,-39.549,-47.016,-37.323,-30.111,-29.275,-31.347,-26.157,-28.675,-31.347,-28.717,-27.161,-31.929,-41.447,-29.856,-29.881,-38.396,-40.194,-30.125,-27.024,-24.319,-25.125,-31.695,-5.272,10.367,13.821,5.950,-18.668,-32.227,-43.610,-51.767,-31.716,-27.944,-32.110,-40.794,-33.832,-31.609,-39.395,-33.560,-27.288,-33.904,-28.923,-25.224,-32.932,-27.167,-31.341,-30.614,-26.193,-29.750,-40.524,-43.657,-43.772,-66.462,-33.277,-44.062,-37.508,-30.335,-39.184,-44.651,-38.320,-35.245,-30.386,-38.134,-25.928,-28.668,-39.003,-28.882,-38.665,-28.244,-29.105,-29.734,-37.452,-30.700,-28.517
241.105,-156.097,-32.942,-34.205,-23.511,-25.174,-31.119,-27.799,-40.495,-28.944,-27.275,-23.620,-21.686,-25.467,-32.893,-39.162,-32.241,-25.527,-27.028,-31.853,-32.075,-33.253,-31.249,-28.168,-26.643,-27.935,-33.174,-31.977,-27.453,-26.558,-27.249,-32.185,-44.920,-40.563,-40.339,-35.540,-30.932,-30.440,-30.176,-27.853,-27.067,-31.229,-25.307,-24.440,-23.653,-22.622,-26.108,-32.366,-35.342,-30.049,-26.110,-28.598,-3.728,11.835,15.363,7.685,-13.833,-23.457,-24.269,-25.952,-36.852,-35.687,-47.845,-32.756,-26.647,-31.572,-58.897,-28.087,-22.558,-23.654,-29.678,-28.739,-24.431,-26.221,-25.519,-24.727,-35.211,-26.118,-25.361,-27.803,-30.686,-29.394,-27.030,-25.540,-32.436,-42.940,-32.074,-28.899,-37.081,-29.365,-28.403,-28.039,-26.912,-30.918,-32.403,-40.368,-26.894,-28.647,-34.842,-29.792,-27.967,-31.260,-39.533
243.138,-156.097,-29.761,-34.380,-26.533,-27.755,-30.474,-28.381,-26.977,-28.500,-30.161,-23.562,-21.764,-25.414,-33.055,-32.215,-34.184,-45.343,-34.606,-37.637,-31.866,-37.006,-29.102,-24.105,-23.291,-29.123,-31.084,-25.708,-26.722,-33.311,-29.069,-35.614,-29.157,-21.561,-20.099,-24.343,-36.695,-39.071,-33.055,-36.305,-34.066,-31.441,-34.433,-28.557,-31.241,-27.781,-33.821,-30.744,-28.234,-23.795,-22.522,-25.792,-5.350,10.298,13.803,6.074,-16.097,-33.601,-43.879,-38.685,-31.228,-25.653,-27.136,-31.034,-45.960,-29.350,-26.860,-29.135,-38.769,-26.833,-22.765,-26.505,-26.587,-31.125,-32.914,-27.808,-26.460,-32.203,-37.898,-33.674,-37.205,-33.292,-25.102,-28.441,-28.693,-20.921,-20.607,-22.954,-37.232,-36.378,-35.215,-26.967,-25.627,-29.263,-32.243,-42.932,-24.621,-20.998,-22.000,-21.948,-21.508,-27.861,-39.312
245.171,-156.097,-32.885,-47.335,-28.562,-25.054,-34.493,-31.951,-38.006,-35.854,-27.468,-24.612,-29.320,-33.478,-32.685,-29.684,-26.247,-29.770,-33.005,-43.511,-34.399,-29.478,-37.763,-37.809,-36.643,-28.484,-24.445,-22.315,-25.933,-28.451,-32.128,-43.008,-32.255,-31.659,-29.684,-28.469,-29.398,-33.817,-36.212,-28.462,-26.000,-31.561,-30.369,-26.230,-25.001,-29.940,-36.284,-37.189,-31.847,-28.195,-29.116,-36.506,-5.693,10.057,13.573,5.809,-17.551,-32.643,-32.968,-29.893,-33.033,-30.009,-29.430,-34.588,-31.761,-26.523,-26.780,-28.152,-25.663,-28.637,-30.724,-26.674,-32.156,-30.775,-32.992,-25.600,-27.239,-28.244,-32.458,-34.265,-35.620,-28.861,-29.534,-23.848,-26.049,-33.858,-38.553,-30.306,-29.235,-33.888,-34.863,-30.101,-32.037,-52.726,-30.785,-32.554,-31.151,-30.540,-30.514,-32.604,-28.005,-26.271,-26.683
247.204,-156.097,-26.022,-24.466,-27.615,-31.654,-31.053,-27.213,-26.339,-30.866,-27.856,-30.542,-31.756,-35.096,-37.492,-27.568,-28.574,-24.825,-28.223,-44.899,-30.542,-29.873,-25.633,-22.013,-22.641,-24.686,-23.707,-25.707,-41.141,-30.310,-24.229,-24.493,-24.002,-26.531,-39.871,-36.048,-32.565,-26.427,-30.365,-29.836,-28.916,-28.795,-26.420,-24.605,-25.267,-32.704,-35.552,-26.146,-29.666,-31.308,-33.255,-37.092,-5.373,9.872,13.299,5.459,-17.830,-36.547,-44.575,-28.689,-25.630,-24.473,-30.884,-37.058,-28.848,-33.757,-43.475,-34.103,-29.994,-28.817,-27.597,-36.141,-33.645,-29.506,-25.755,-25.024,-23.463,-25.359,-29.795,-24.154,-26.990,-28.304,-43.367,-27.478,-31.344,-32.706,-28.527,-31.252,-30.768,-26.259,-26.468,-24.688,-31.479,-24.225,-22.457,-36.106,-29.543,-26.674,-31.762,-30.590,-42.751,-30.281,-26.295
