PhysicalX(mm),PhysicalY(mm),1574999500Hz,1574999510Hz,1574999520Hz,1574999530Hz,1574999540Hz,1574999550Hz,1574999560Hz,1574999570Hz,1574999580Hz,1574999590Hz,1574999600Hz,1574999610Hz,1574999620Hz,1574999630Hz,1574999640Hz,1574999650Hz,1574999660Hz,1574999670Hz,1574999680Hz,1574999690Hz,1574999700Hz,1574999710Hz,1574999720Hz,1574999730Hz,1574999740Hz,1574999750Hz,1574999760Hz,1574999770Hz,1574999780Hz,1574999790Hz,1574999800Hz,1574999810Hz,1574999820Hz,1574999830Hz,1574999840Hz,1574999850Hz,1574999860Hz,1574999870Hz,1574999880Hz,1574999890Hz,1574999900Hz,1574999910Hz,1574999920Hz,1574999930Hz,1574999940Hz,1574999950Hz,1574999960Hz,1574999970Hz,1574999980Hz,1574999990Hz,1575000000Hz,1575000010Hz,1575000020Hz,1575000030Hz,1575000040Hz,1575000050Hz,1575000060Hz,1575000070Hz,1575000080Hz,1575000090Hz,1575000100Hz,1575000110Hz,1575000120Hz,1575000130Hz,1575000140Hz,1575000150Hz,1575000160Hz,1575000170Hz,1575000180Hz,1575000190Hz,1575000200Hz,1575000210Hz,1575000220Hz,1575000230Hz,1575000240Hz,1575000250Hz,1575000260Hz,1575000270Hz,1575000280Hz,1575000290Hz,1575000300Hz,1575000310Hz,1575000320Hz,1575000330Hz,1575000340Hz,1575000350Hz,1575000360Hz,1575000370Hz,1575000380Hz,1575000390Hz,1575000400Hz,1575000410Hz,1575000420Hz,1575000430Hz,1575000440Hz,1575000450Hz,1575000460Hz,1575000470Hz,1575000480Hz,1575000490Hz,1575000500Hz
230.718,-158.029,-39.868,-38.898,-38.113,-34.303,-31.653,-24.981,-26.397,-32.267,-35.742,-50.544,-36.671,-35.862,-37.507,-39.499,-29.151,-34.100,-27.735,-31.363,-32.890,-26.502,-46.789,-32.419,-40.573,-26.803,-24.717,-40.263,-31.738,-34.639,-37.614,-38.936,-36.339,-35.302,-41.695,-30.163,-34.295,-37.192,-36.181,-34.737,-31.670,-29.228,-32.713,-33.620,-26.458,-27.551,-37.089,-28.828,-22.463,-23.340,-22.912,-18.434,9.474,19.467,17.143,3.608,-26.505,-30.382,-31.990,-35.289,-31.509,-23.349,-24.741,-29.332,-43.472,-28.568,-26.886,-48.294,-28.693,-30.198,-29.229,-42.502,-45.091,-48.612,-38.570,-30.910,-33.693,-38.063,-31.544,-39.842,-38.451,-32.020,-29.310,-28.920,-33.664,-34.008,-20.069,-21.491,-44.595,-26.279,-27.837,-25.039,-34.317,-27.503,-26.973,-25.492,-35.158,-44.827,-37.098,-34.882,-37.801,-33.987,-30.679
232.742,-158.029,-26.041,-25.054,-29.078,-37.081,-31.134,-29.473,-34.883,-33.363,-25.635,-23.887,-26.410,-32.121,-29.985,-32.693,-30.954,-24.276,-27.840,-31.118,-36.393,-39.103,-28.508,-30.278,-32.289,-31.080,-31.226,-35.367,-25.943,-23.923,-29.675,-28.998,-26.468,-28.977,-32.019,-29.006,-26.520,-26.883,-26.546,-27.922,-29.014,-29.109,-27.623,-30.415,-31.513,-26.291,-27.453,-34.296,-26.700,-30.219,-32.737,-18.437,9.527,19.540,17.235,3.847,-22.021,-25.486,-27.757,-31.905,-36.530,-36.606,-35.743,-30.529,-28.035,-27.466,-35.601,-37.816,-31.296,-29.762,-31.332,-23.707,-23.756,-36.588,-24.480,-28.396,-30.293,-25.559,-36.092,-27.806,-25.152,-32.282,-45.252,-41.202,-30.826,-27.961,-40.371,-29.062,-30.114,-30.682,-36.549,-48.422,-46.981,-32.856,-26.020,-27.730,-35.344,-39.346,-38.762,-27.699,-32.737,-30.475,-30.834
234.765,-158.029,-32.424,-26.322,-25.832,-30.588,-40.700,-24.114,-21.391,-25.458,-37.875,-33.572,-31.455,-44.285,-27.358,-25.069,-29.216,-35.563,-27.093,-27.441,-25.857,-26.923,-34.885,-32.470,-26.852,-27.493,-30.139,-28.467,-25.337,-27.343,-31.238,-30.480,-26.195,-25.438,-26.538,-27.525,-36.552,-43.358,-39.704,-38.193,-35.760,-34.898,-25.397,-22.880,-25.503,-27.700,-36.790,-31.522,-29.074,-23.372,-24.907,-17.914,9.490,19.515,17.209,3.814,-33.122,-28.466,-27.408,-27.064,-37.866,-28.661,-25.361,-31.084,-30.460,-36.754,-33.089,-26.619,-29.370,-28.665,-25.404,-26.238,-23.248,-27.516,-36.906,-43.947,-40.401,-29.555,-23.806,-22.422,-27.390,-31.225,-26.899,-24.640,-25.604,-26.294,-29.444,-35.269,-32.391,-31.079,-30.406,-30.388,-28.561,-33.482,-59.140,-31.914,-35.227,-29.219,-23.831,-27.670,-34.377,-23.185,-22.072
236.789,-158.029,-35.552,-39.698,-28.197,-31.093,-28.141,-26.284,-24.399,-25.741,-26.112,-26.501,-26.864,-28.430,-26.419,-25.297,-38.760,-27.209,-28.406,-38.175,-46.396,-31.682,-35.594,-38.083,-27.497,-31.296,-35.323,-31.096,-65.343,-36.809,-33.067,-31.101,-30.477,-25.756,-27.382,-29.747,-28.971,-26.880,-24.734,-22.754,-22.441,-22.364,-23.690,-29.851,-25.338,-27.653,-36.475,-28.603,-25.001,-23.457,-26.419,-14.159,9.828,19.624,17.304,3.945,-30.545,-31.347,-36.204,-27.805,-26.721,-37.132,-30.629,-34.680,-29.881,-32.208,-38.404,-37.612,-36.792,-36.117,-30.529,-24.833,-23.590,-28.437,-34.767,-31.548,-26.568,-24.824,-26.301,-28.380,-25.554,-23.062,-25.924,-25.757,-31.879,-36.908,-29.613,-28.549,-31.344,-34.198,-41.005,-27.628,-24.780,-39.255,-37.295,-35.572,-40.281,-28.666,-24.813,-23.138,-29.992,-27.219,-33.778
238.813,-158.029,-32.555,-36.868,-29.583,-27.662,-41.897,-38.762,-26.702,-23.884,-34.790,-41.149,-35.003,-28.405,-25.676,-26.348,-25.537,-38.490,-30.327,-26.245,-27.897,-33.875,-37.364,-25.623,-23.931,-32.034,-26.702,-33.186,-35.209,-37.834,-41.351,-36.846,-32.799,-28.155,-36.466,-33.176,-40.148,-25.953,-23.257,-22.618,-26.304,-35.750,-31.974,-26.939,-29.533,-37.939,-28.269,-26.688,-27.461,-29.031,-34.015,-16.580,9.743,19.692,17.380,4.041,-26.026,-38.940,-33.239,-36.881,-32.839,-28.635,-24.993,-26.340,-29.748,-29.034,-30.263,-26.146,-24.536,-26.420,-30.417,-28.904,-33.092,-23.574,-25.234,-33.874,-29.642,-24.479,-29.140,-31.866,-26.998,-28.623,-31.693,-39.478,-33.454,-29.832,-31.025,-38.997,-52.497,-42.299,-28.013,-25.624,-31.422,-25.333,-29.370,-25.775,-24.933,-28.001,-27.715,-27.081,-26.056,-26.711,-26.429
240.837,-158.029,-23.703,-25.676,-33.142,-23.631,-35.134,-35.161,-29.798,-36.025,-25.924,-30.257,-30.470,-25.367,-28.747,-34.656,-27.577,-34.282,-25.927,-28.890,-28.553,-32.106,-30.756,-34.517,-31.960,-24.474,-26.893,-33.739,-29.305,-31.235,-30.529,-28.569,-32.728,-29.116,-23.640,-22.113,-26.153,-34.881,-34.997,-28.332,-22.397,-24.563,-34.854,-37.383,-36.757,-36.807,-33.881,-28.100,-25.099,-26.244,-38.014,-16.413,9.812,19.688,17.340,3.806,-32.100,-27.875,-25.436,-37.412,-25.506,-23.297,-22.100,-23.075,-26.487,-35.111,-36.491,-32.942,-32.119,-37.490,-38.373,-29.516,-24.351,-25.215,-28.713,-32.258,-44.186,-36.016,-43.072,-35.443,-32.013,-27.244,-26.286,-29.756,-31.383,-29.049,-27.627,-28.583,-33.897,-33.030,-34.468,-27.593,-30.454,-24.383,-35.063,-23.245,-22.185,-26.939,-29.708,-27.691,-29.146,-26.046,-29.839
242.861,-158.029,-49.915,-32.306,-27.894,-27.404,-26.623,-27.920,-29.047,-25.544,-29.515,-35.452,-39.247,-38.569,-31.293,-32.447,-34.412,-30.556,-29.227,-27.689,-27.328,-30.541,-28.996,-33.885,-46.212,-32.389,-33.683,-27.688,-33.224,-47.254,-29.804,-25.766,-24.763,-26.406,-29.189,-31.602,-37.390,-40.777,-38.638,-28.189,-26.410,-36.608,-30.709,-31.926,-31.414,-29.671,-31.178,-53.607,-33.492,-37.707,-31.026,-18.812,9.794,19.733,17.402,3.934,-28.464,-27.285,-30.203,-36.109,-29.689,-26.072,-31.440,-29.345,-27.134,-29.223,-28.399,-32.277,-32.329,-25.550,-24.611,-27.267,-28.047,-33.519,-34.719,-35.589,-33.317,-26.402,-29.586,-42.372,-29.399,-26.659,-24.865,-26.019,-34.243,-37.746,-26.916,-25.631,-37.370,-27.480,-26.175,-40.428,-33.688,-28.660,-29.968,-30.630,-34.866,-32.552,-26.466,-25.323,-29.182,-36.341,-30.719
244.885,-158.029,-45.295,-35.106,-27.921,-29.997,-39.460,-37.993,-30.228,-27.994,-33.907,-33.848,-27.599,-25.791,-37.458,-23.827,-25.627,-28.925,-35.261,-34.558,-26.004,-27.032,-28.425,-27.697,-38.509,-38.811,-32.777,-28.862,-29.564,-37.475,-27.954,-35.616,-28.203,-22.027,-20.471,-30.233,-24.996,-22.440,-35.179,-30.220,-38.660,-24.650,-22.054,-25.405,-37.957,-35.755,-40.108,-33.341,-30.040,-30.846,-30.921,-17.086,9.873,19.770,17.432,3.899,-37.834,-27.498,-29.892,-29.168,-27.967,-33.660,-30.976,-33.785,-42.249,-34.555,-37.390,-25.381,-30.448,-36.676,-27.903,-23.770,-27.622,-31.498,-27.475,-30.392,-54.228,-40.612,-34.265,-48.273,-27.295,-23.381,-25.620,-25.315,-24.745,-25.462,-28.320,-33.167,-28.159,-29.045,-34.262,-44.159,-44.242,-32.226,-30.344,-33.626,-43.525,-39.233,-30.880,-29.596,-27.151,-25.691,-27.008
246.909,-158.029,-27.270,-37.817,-32.614,-28.811,-31.353,-40.609,-35.309,-41.168,-35.929,-42.828,-39.995,-32.982,-34.851,-50.306,-32.165,-26.638,-25.784,-26.752,-26.641,-25.447,-25.159,-29.108,-26.560,-29.745,-39.636,-33.240,-28.980,-25.515,-24.253,-28.437,-28.157,-28.539,-27.717,-30.262,-23.596,-26.801,-29.035,-21.579,-22.745,-28.997,-27.708,-35.606,-32.824,-32.128,-42.821,-41.716,-33.912,-26.420,-24.746,-18.359,9.833,19.812,17.504,4.149,-30.034,-30.072,-26.297,-24.951,-31.844,-27.269,-29.122,-45.896,-30.479,-24.380,-25.360,-27.926,-30.173,-31.676,-37.595,-40.789,-26.515,-22.690,-24.485,-23.657,-25.727,-28.734,-27.471,-28.191,-32.728,-31.584,-22.721,-23.910,-30.461,-33.931,-26.338,-24.781,-28.961,-37.350,-39.465,-30.197,-47.705,-38.095,-31.314,-25.032,-32.246,-34.734,-24.640,-25.735,-26.561,-24.586,-27.948
248.933,-158.029,-54.392,-24.099,-22.101,-27.537,-36.714,-34.104,-32.118,-38.664,-33.373,-26.871,-28.406,-27.131,-24.685,-26.301,-33.044,-33.328,-27.664,-47.316,-28.102,-29.912,-38.137,-48.749,-27.215,-28.510,-25.840,-30.851,-30.016,-26.835,-32.635,-28.312,-26.606,-35.633,-25.065,-22.774,-28.444,-44.476,-30.413,-38.714,-34.805,-30.027,-32.299,-30.090,-23.255,-24.925,-25.399,-25.005,-31.991,-30.544,-25.671,-13.862,10.051,19.899,17.583,4.222,-29.803,-31.461,-38.593,-43.280,-34.450,-26.880,-34.487,-38.152,-34.635,-27.125,-24.265,-24.820,-30.036,-35.171,-33.905,-37.231,-36.080,-42.291,-29.808,-24.278,-24.902,-28.440,-33.367,-33.655,-44.247,-30.847,-27.135,-32.933,-45.304,-30.545,-26.988,-30.086,-42.970,-51.574,-37.404,-34.494,-31.430,-58.111,-27.743,-26.174,-40.071,-27.077,-26.270,-27.387,-30.435,-32.037,-35.726
250.957,-158.029,-32.335,-37.439,-33.411,-35.832,-40.407,-33.145,-31.651,-28.830,-30.809,-30.704,-35.119,-38.882,-40.079,-26.684,-24.223,-28.331,-36.397,-36.293,-31.447,-33.023,-39.878,-34.650,-28.512,-29.773,-34.690,-32.714,-22.001,-24.102,-30.590,-24.146,-24.831,-24.641,-23.875,-29.909,-31.581,-24.064,-25.027,-39.500,-30.397,-22.118,-23.714,-45.025,-35.638,-31.924,-34.079,-32.957,-48.751,-28.446,-25.738,-19.720,9.908,19.939,17.652,4.367,-34.020,-30.474,-31.482,-28.142,-26.721,-34.900,-28.186,-40.317,-24.959,-26.335,-31.289,-24.299,-23.501,-22.930,-24.714,-30.850,-27.593,-23.359,-21.951,-35.229,-32.799,-27.349,-25.171,-26.285,-24.707,-36.572,-25.966,-27.607,-40.412,-36.763,-34.366,-33.830,-24.527,-23.283,-30.783,-39.482,-24.811,-33.384,-32.806,-33.944,-28.638,-26.817,-30.124,-30.315,-32.560,-24.026,-25.287
252.981,-158.029,-30.793,-28.965,-38.757,-37.401,-41.030,-33.054,-24.983,-28.537,-33.799,-31.312,-27.177,-29.752,-35.699,-33.655,-29.666,-27.383,-26.577,-26.930,-21.818,-23.875,-34.678,-37.102,-33.353,-37.016,-28.706,-31.624,-30.927,-29.633,-26.233,-24.563,-35.603,-26.913,-25.450,-36.986,-43.843,-33.713,-31.548,-22.958,-26.503,-31.559,-26.322,-27.535,-28.568,-27.359,-23.314,-21.834,-24.245,-31.010,-32.210,-16.871,9.974,19.976,17.667,4.298,-26.788,-38.928,-32.974,-30.681,-22.011,-24.102,-28.453,-23.950,-31.753,-29.512,-28.105,-23.839,-21.587,-25.753,-26.954,-35.660,-29.117,-24.168,-31.039,-40.366,-28.027,-25.046,-28.783,-33.374,-26.716,-31.687,-30.848,-28.617,-26.785,-24.572,-28.069,-30.733,-38.303,-27.883,-24.913,-25.114,-29.217,-28.279,-32.480,-34.029,-25.984,-34.819,-25.187,-27.151,-30.434,-29.793,-37.044
255.005,-158.029,-45.056,-42.368,-38.916,-34.951,-39.278,-27.631,-25.987,-22.449,-28.673,-32.030,-37.007,-34.176,-31.111,-39.752,-32.539,-29.506,-30.707,-31.348,-34.906,-30.987,-26.996,-32.388,-35.231,-60.895,-27.976,-29.478,-30.832,-26.160,-30.600,-44.797,-37.702,-37.462,-31.320,-37.536,-26.612,-25.493,-30.254,-31.521,-36.148,-33.463,-30.743,-30.091,-36.655,-33.081,-30.467,-32.627,-30.967,-37.583,-39.309,-17.252,9.983,19.990,17.671,4.123,-37.450,-26.833,-29.364,-40.545,-44.842,-38.877,-39.826,-34.606,-35.903,-26.962,-33.460,-32.207,-29.386,-30.775,-36.861,-34.700,-31.427,-34.533,-26.015,-26.871,-28.322,-26.497,-24.682,-31.990,-25.433,-28.704,-27.882,-30.819,-38.968,-32.821,-33.706,-26.822,-26.233,-29.669,-33.226,-46.409,-34.974,-33.373,-31.495,-42.757,-39.266,-39.654,-33.759,-35.742,-35.203,-34.207,-38.988
257.029,-158.029,-37.390,-29.973,-42.599,-31.023,-26.878,-25.665,-27.645,-23.844,-24.316,-26.591,-27.814,-27.339,-29.570,-38.258,-43.771,-37.668,-32.108,-28.061,-30.925,-41.508,-28.366,-27.256,-33.843,-41.231,-38.022,-36.330,-25.810,-28.121,-26.317,-27.598,-32.833,-29.604,-34.570,-28.080,-33.621,-32.315,-29.711,-29.554,-27.779,-30.813,-29.030,-26.524,-29.599,-32.393,-37.026,-30.095,-27.846,-31.450,-34.159,-16.927,10.034,20.029,17.728,4.429,-23.764,-24.679,-23.777,-25.220,-27.103,-23.531,-22.519,-25.075,-27.091,-29.404,-26.373,-25.422,-27.522,-34.568,-34.159,-30.728,-38.288,-24.138,-25.768,-39.244,-36.858,-31.667,-30.056,-33.325,-30.420,-27.658,-32.948,-33.815,-30.842,-37.665,-30.330,-29.194,-27.289,-25.973,-28.932,-27.217,-36.691,-37.641,-44.499,-33.024,-24.562,-28.116,-29.233,-31.013,-30.737,-26.709,-31.089
