PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,91.097,-100.365,-101.146,-101.199,-102.565,-100.421,-98.902,-100.399,-102.712,-100.968,-100.503,-101.565,-100.228,-100.262,-101.851,-97.504,-102.518,-101.056,-98.743,-97.842,-99.969,-100.216,-100.430,-103.069,-97.395,-100.128,-101.405,-101.366,-100.246,-100.564,-99.095,-98.412,-101.685,-100.228,-101.920,-102.156,-99.542,-99.319,-102.390,-101.527,-102.501,-99.015,-102.416,-102.414,-99.974,-100.671,-101.758,-101.356,-98.016,-101.570,-98.095,-101.172,-99.817,-99.898,-101.567,-99.551,-102.324,-99.367,-101.054,-102.370,-101.717,-101.576,-99.137,-101.322,-99.624,-99.829,-99.477,-101.716,-99.843,-98.700,-102.868,-101.216,-101.083,-100.195,-100.329,-102.310,-100.196,-101.056,-99.951,-100.459,-98.963,-100.364,-101.101,-99.503,-100.478,-99.955,-100.224,-101.534,-102.218,-101.740,-101.005,-101.067,-103.600,-100.635,-101.040,-101.162,-99.472,-101.155,-101.791,-99.378,-100.283,-101.003
144.960,91.097,-101.542,-101.104,-99.975,-101.150,-102.862,-101.245,-102.970,-101.940,-101.619,-100.586,-99.819,-98.852,-99.327,-99.387,-100.735,-101.834,-102.429,-99.157,-99.685,-99.719,-100.546,-102.047,-101.845,-99.093,-99.365,-99.656,-98.515,-98.167,-99.181,-103.903,-101.624,-100.192,-99.411,-99.680,-101.367,-101.720,-101.532,-100.975,-97.809,-100.041,-102.336,-101.155,-101.542,-103.526,-97.813,-100.773,-102.102,-98.801,-101.802,-98.621,-101.859,-98.629,-101.279,-101.365,-101.465,-100.961,-101.540,-102.519,-102.362,-102.193,-103.005,-99.944,-100.267,-99.520,-99.528,-101.478,-100.629,-103.302,-103.866,-100.623,-100.876,-100.141,-99.817,-100.418,-101.460,-98.552,-97.834,-100.446,-100.095,-99.440,-101.257,-101.626,-99.943,-99.696,-100.338,-102.161,-98.601,-101.606,-100.727,-101.009,-101.728,-101.291,-101.309,-100.515,-98.225,-101.212,-102.448,-103.056,-101.173,-101.014,-100.660
166.484,91.097,-100.868,-102.011,-102.199,-100.054,-101.472,-99.156,-102.919,-101.948,-100.996,-102.259,-100.598,-102.369,-101.196,-98.667,-99.188,-103.101,-102.125,-98.254,-99.862,-97.534,-101.587,-102.823,-101.273,-99.934,-101.004,-100.458,-101.462,-102.181,-102.296,-101.108,-100.633,-100.886,-102.395,-100.045,-100.622,-98.764,-101.062,-101.320,-100.665,-103.198,-102.120,-102.090,-100.058,-102.453,-103.416,-101.441,-98.943,-100.470,-101.020,-102.247,-102.815,-99.102,-99.646,-100.512,-102.461,-103.015,-100.743,-102.740,-99.360,-100.165,-102.433,-100.155,-102.710,-99.851,-102.144,-101.920,-98.811,-103.659,-101.066,-98.990,-101.132,-101.474,-99.589,-99.940,-101.803,-101.142,-98.167,-102.174,-101.787,-100.168,-101.113,-99.417,-100.756,-99.713,-101.062,-101.712,-97.508,-101.312,-102.943,-100.811,-101.018,-101.018,-100.929,-98.717,-101.998,-101.248,-101.011,-99.324,-101.337,-101.889,-101.270
188.007,91.097,-101.090,-104.461,-103.605,-102.486,-99.636,-103.157,-99.510,-101.804,-101.442,-100.506,-101.440,-99.971,-99.102,-101.636,-101.431,-100.438,-100.832,-101.987,-100.811,-100.658,-100.133,-100.703,-100.856,-101.421,-101.472,-101.496,-101.530,-101.379,-102.765,-98.906,-102.203,-102.482,-98.044,-100.274,-99.156,-99.208,-101.577,-102.262,-101.190,-100.459,-100.644,-97.978,-99.395,-100.293,-98.969,-102.102,-100.125,-99.991,-102.016,-99.986,-100.484,-99.328,-103.668,-101.236,-101.347,-101.363,-101.561,-100.783,-100.459,-98.266,-100.554,-99.772,-103.604,-101.705,-101.900,-103.291,-102.743,-101.816,-102.961,-101.488,-99.676,-102.380,-101.494,-101.725,-101.749,-99.249,-102.048,-100.832,-100.978,-102.731,-102.248,-101.664,-99.758,-102.193,-101.808,-101.720,-101.596,-99.060,-100.221,-101.892,-101.117,-100.827,-99.765,-105.756,-98.463,-101.993,-102.601,-101.059,-101.004,-102.750,-99.173
209.530,91.097,-99.036,-101.133,-101.366,-102.541,-101.210,-99.456,-104.396,-103.991,-103.398,-100.632,-102.889,-102.132,-99.462,-103.463,-101.592,-100.763,-102.937,-100.331,-100.737,-102.424,-98.750,-99.315,-100.251,-100.527,-99.529,-97.810,-101.520,-100.007,-101.866,-101.760,-100.753,-101.941,-103.394,-101.911,-100.036,-101.556,-101.418,-102.020,-100.305,-101.511,-101.943,-100.233,-101.437,-99.745,-102.083,-101.118,-100.570,-102.496,-100.553,-99.253,-101.171,-101.542,-101.486,-99.727,-101.045,-100.574,-98.336,-99.130,-101.937,-101.862,-102.497,-101.466,-100.231,-100.224,-101.993,-99.075,-101.108,-101.985,-100.266,-100.248,-100.621,-103.175,-102.378,-101.439,-97.493,-102.081,-98.006,-100.603,-99.656,-100.919,-98.908,-100.011,-103.514,-98.134,-102.002,-102.356,-101.215,-102.920,-102.448,-101.149,-101.814,-101.172,-101.338,-101.484,-98.311,-102.510,-102.013,-100.020,-100.716,-102.984,-99.683
231.054,91.097,-101.607,-101.683,-101.707,-100.456,-99.517,-100.110,-101.132,-101.847,-100.522,-98.592,-103.265,-98.912,-102.869,-100.300,-99.623,-99.721,-99.358,-98.843,-97.442,-100.509,-99.318,-98.444,-101.352,-100.346,-101.042,-101.754,-101.073,-101.063,-99.139,-100.347,-100.945,-100.315,-100.690,-102.502,-100.544,-99.489,-100.341,-100.767,-101.016,-102.423,-100.921,-101.916,-101.254,-101.978,-99.980,-101.815,-99.192,-100.058,-99.515,-100.230,-100.526,-101.891,-101.861,-99.971,-102.655,-100.172,-101.532,-99.035,-100.990,-101.229,-102.217,-101.009,-103.328,-96.130,-97.049,-100.384,-101.009,-98.942,-100.310,-99.954,-102.971,-101.332,-99.300,-100.686,-101.341,-101.212,-99.690,-101.340,-102.117,-102.867,-99.789,-102.503,-102.403,-100.524,-99.817,-96.970,-99.244,-99.980,-99.274,-101.099,-102.408,-103.685,-99.253,-102.284,-103.019,-101.570,-101.056,-101.357,-101.883,-99.152,-98.002
252.577,91.097,-103.095,-102.819,-102.228,-99.891,-100.514,-99.790,-101.982,-98.375,-100.736,-101.371,-101.427,-101.730,-101.240,-98.428,-101.537,-100.431,-101.956,-100.533,-100.937,-99.706,-100.305,-104.005,-100.921,-100.405,-100.903,-102.507,-100.673,-100.780,-101.253,-102.032,-100.620,-102.338,-100.622,-97.645,-102.087,-100.411,-101.857,-102.940,-99.879,-99.210,-100.282,-101.912,-101.600,-100.141,-99.703,-100.958,-101.312,-102.993,-100.985,-101.627,-100.028,-102.988,-100.536,-99.990,-98.575,-101.189,-102.146,-101.896,-102.112,-102.200,-101.083,-101.272,-100.301,-101.304,-102.147,-104.054,-100.745,-100.644,-101.400,-99.249,-104.202,-101.504,-104.285,-100.153,-98.328,-101.139,-100.978,-102.563,-100.608,-101.082,-102.111,-100.865,-101.706,-102.020,-99.588,-103.855,-100.295,-100.740,-100.139,-101.900,-99.809,-99.795,-102.202,-99.782,-101.408,-100.795,-100.957,-101.046,-99.662,-98.906,-100.939
274.100,91.097,-99.678,-101.064,-102.308,-100.756,-100.725,-99.895,-98.949,-102.149,-101.911,-102.855,-102.554,-103.527,-101.852,-101.010,-103.143,-102.569,-99.499,-101.450,-99.509,-103.222,-100.707,-102.052,-102.328,-100.074,-97.801,-99.103,-102.893,-101.053,-99.097,-100.187,-102.132,-99.613,-98.510,-102.355,-102.846,-100.535,-102.103,-100.025,-100.328,-101.295,-102.135,-98.155,-99.678,-100.644,-101.199,-98.302,-99.897,-100.405,-101.586,-102.524,-102.530,-103.127,-103.438,-99.521,-100.545,-100.801,-97.979,-103.435,-101.890,-102.206,-99.836,-99.787,-99.566,-101.349,-100.220,-99.234,-100.785,-101.913,-101.220,-103.286,-102.138,-103.029,-104.209,-101.216,-101.640,-100.195,-99.289,-102.123,-100.667,-99.878,-103.920,-100.632,-101.818,-100.555,-100.975,-99.502,-101.851,-101.912,-101.461,-98.845,-98.738,-101.403,-101.064,-101.358,-101.247,-101.201,-99.141,-100.593,-102.231,-100.578,-101.962
295.624,91.097,-95.959,-102.597,-100.810,-100.895,-100.493,-101.440,-99.009,-100.097,-99.802,-99.658,-100.300,-101.780,-101.229,-101.842,-102.295,-103.127,-100.229,-100.256,-100.276,-100.318,-99.473,-99.722,-99.287,-101.731,-99.494,-102.336,-100.099,-99.938,-100.944,-100.703,-102.229,-97.774,-101.102,-100.906,-99.376,-96.035,-99.579,-101.668,-99.959,-100.764,-100.432,-102.522,-100.322,-100.882,-103.289,-99.535,-99.911,-100.996,-96.581,-100.792,-99.383,-100.309,-102.633,-100.378,-102.284,-101.800,-100.434,-100.972,-100.172,-101.471,-102.078,-102.538,-101.730,-103.803,-101.126,-99.762,-102.121,-101.123,-100.315,-99.817,-100.423,-101.140,-96.924,-100.632,-102.119,-101.074,-100.041,-99.803,-102.088,-103.957,-99.515,-101.353,-102.134,-100.302,-102.200,-98.734,-102.612,-100.952,-98.181,-99.876,-103.071,-102.326,-101.372,-99.813,-102.921,-99.334,-100.289,-98.445,-102.680,-102.308,-101.330
317.147,91.097,-102.617,-100.945,-100.877,-98.942,-99.964,-101.887,-101.545,-99.923,-100.481,-102.335,-102.920,-99.703,-103.946,-101.331,-99.355,-101.587,-99.581,-100.272,-100.311,-101.047,-101.215,-102.714,-103.128,-99.400,-101.277,-100.411,-101.286,-99.983,-98.787,-101.542,-100.518,-102.885,-103.247,-99.422,-101.828,-100.549,-101.928,-102.553,-101.469,-100.791,-103.677,-99.672,-98.993,-102.455,-102.434,-100.395,-102.572,-103.113,-102.842,-101.434,-102.080,-102.843,-102.327,-102.848,-102.103,-101.832,-103.030,-102.978,-102.911,-101.134,-102.106,-100.417,-104.110,-99.685,-101.393,-101.549,-101.247,-101.030,-99.992,-100.859,-99.915,-101.602,-102.799,-100.703,-100.890,-100.764,-101.093,-102.346,-101.834,-104.348,-101.717,-101.918,-104.741,-99.225,-101.741,-100.254,-99.953,-100.891,-99.869,-102.584,-103.371,-102.178,-98.896,-100.743,-102.515,-102.132,-100.217,-99.775,-102.599,-102.122,-101.702
