PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,91.097,-99.592,-100.555,-102.106,-99.720,-101.305,-101.202,-101.452,-100.770,-102.259,-98.930,-102.193,-100.788,-101.932,-99.718,-102.109,-99.734,-103.180,-101.015,-101.991,-97.661,-101.591,-100.801,-99.194,-100.173,-100.061,-102.994,-100.741,-103.261,-102.436,-101.911,-103.353,-101.545,-100.218,-100.742,-98.824,-100.790,-99.314,-100.827,-100.851,-103.282,-103.371,-100.406,-102.067,-100.070,-102.250,-103.868,-101.307,-102.419,-98.735,-101.589,-102.779,-99.671,-100.108,-100.073,-101.255,-101.801,-102.066,-102.923,-101.243,-102.642,-101.035,-99.165,-101.001,-102.414,-104.784,-102.487,-101.383,-99.571,-100.963,-100.321,-100.343,-99.694,-100.775,-99.748,-100.396,-100.957,-99.003,-98.772,-103.514,-101.663,-101.978,-100.088,-100.296,-101.664,-102.269,-101.742,-100.450,-102.042,-101.245,-101.375,-101.344,-102.907,-101.416,-101.023,-101.019,-101.076,-101.666,-102.008,-100.879,-102.953,-102.689
209.530,91.097,-99.467,-99.607,-100.871,-100.527,-101.199,-100.813,-100.852,-102.375,-101.808,-101.350,-99.939,-99.054,-100.499,-101.342,-99.653,-103.724,-98.546,-99.018,-102.472,-97.031,-100.404,-101.031,-99.718,-100.772,-100.056,-100.924,-97.601,-102.600,-101.828,-103.116,-101.966,-99.347,-100.929,-101.690,-102.731,-102.778,-102.421,-99.307,-101.965,-101.357,-100.826,-105.227,-100.513,-102.688,-99.325,-99.569,-99.004,-100.635,-99.076,-101.425,-102.061,-99.956,-103.010,-100.222,-101.118,-98.777,-103.046,-101.863,-102.462,-101.484,-100.831,-102.035,-104.855,-100.150,-101.049,-101.640,-100.707,-101.101,-101.785,-101.144,-100.961,-100.038,-99.302,-100.114,-99.038,-100.928,-101.388,-99.017,-100.607,-98.485,-101.120,-99.784,-99.243,-98.963,-101.559,-100.600,-101.794,-100.445,-100.942,-103.717,-100.739,-100.398,-102.128,-101.852,-101.327,-102.607,-100.575,-100.412,-101.938,-100.318,-101.648
295.624,91.097,-98.992,-101.235,-101.098,-100.692,-100.031,-99.408,-100.219,-101.872,-100.403,-101.994,-100.308,-103.300,-102.544,-101.705,-100.209,-100.582,-101.880,-101.265,-101.243,-103.185,-99.781,-103.544,-104.273,-101.507,-102.556,-98.984,-102.763,-101.015,-102.164,-101.248,-100.376,-102.651,-102.012,-100.939,-100.798,-101.440,-101.456,-100.633,-100.910,-98.831,-103.084,-100.244,-100.333,-102.201,-102.246,-102.177,-101.883,-101.245,-102.955,-96.834,-101.518,-100.997,-102.568,-103.309,-102.589,-101.554,-101.520,-97.706,-101.102,-100.873,-102.381,-102.421,-99.512,-102.496,-100.909,-98.767,-100.473,-102.315,-101.651,-100.067,-101.565,-99.082,-100.587,-101.548,-102.988,-99.561,-99.394,-100.824,-101.233,-99.649,-98.637,-100.666,-100.520,-98.996,-101.257,-100.277,-102.953,-98.550,-103.202,-98.678,-100.841,-99.713,-99.407,-100.599,-99.222,-101.061,-102.376,-99.438,-100.013,-100.673,-101.525
123.437,112.617,-100.438,-100.206,-101.186,-99.333,-101.250,-99.273,-99.316,-100.284,-102.459,-100.225,-103.611,-99.405,-100.733,-100.037,-98.678,-103.171,-99.823,-98.574,-98.070,-101.452,-99.585,-100.636,-101.307,-101.967,-102.363,-102.504,-101.076,-100.217,-100.316,-102.626,-101.086,-98.083,-101.480,-99.950,-102.214,-102.469,-99.392,-102.166,-100.729,-99.102,-101.271,-104.339,-101.730,-102.112,-101.054,-101.089,-101.343,-100.387,-100.686,-101.635,-99.086,-99.943,-101.033,-100.077,-101.851,-101.556,-102.824,-101.616,-100.793,-101.794,-101.649,-104.129,-101.168,-101.257,-101.188,-100.212,-100.320,-100.282,-102.781,-101.729,-101.013,-100.943,-100.337,-99.308,-98.560,-105.530,-104.344,-103.456,-101.519,-102.124,-100.395,-99.412,-100.669,-99.397,-99.422,-103.641,-102.636,-101.377,-103.638,-101.574,-100.350,-100.537,-100.945,-102.255,-100.594,-103.770,-99.364,-99.570,-98.682,-101.677,-102.885
209.530,112.617,-98.346,-101.821,-100.672,-101.079,-100.706,-101.305,-101.903,-97.885,-100.497,-101.787,-101.025,-102.271,-100.899,-102.018,-101.617,-98.835,-101.815,-100.927,-100.229,-100.278,-102.469,-99.436,-103.541,-100.262,-101.219,-99.452,-99.637,-101.709,-101.650,-102.128,-101.743,-96.639,-101.994,-99.701,-101.598,-100.518,-101.680,-102.540,-101.715,-101.173,-102.876,-100.642,-98.286,-102.160,-98.022,-101.953,-102.026,-100.275,-102.340,-100.557,-101.441,-102.987,-101.890,-100.168,-101.013,-102.011,-100.320,-100.256,-100.729,-99.597,-102.314,-100.608,-102.310,-101.839,-100.126,-97.596,-101.413,-101.967,-101.542,-101.136,-100.387,-100.141,-103.877,-101.033,-100.566,-98.286,-102.718,-99.079,-101.155,-98.624,-100.770,-99.822,-101.401,-97.730,-101.191,-101.509,-101.895,-100.246,-102.120,-99.908,-99.160,-101.701,-101.016,-102.478,-101.938,-97.781,-97.101,-101.221,-100.975,-101.424,-99.260
295.624,112.617,-99.986,-99.101,-100.518,-98.565,-100.626,-101.036,-99.994,-100.720,-101.233,-101.329,-101.495,-101.377,-101.737,-101.609,-101.508,-101.630,-98.715,-101.991,-99.188,-100.500,-102.395,-100.167,-102.503,-99.068,-99.805,-101.646,-102.008,-103.083,-103.143,-100.666,-99.290,-99.182,-99.307,-102.019,-101.370,-101.929,-100.837,-99.732,-100.775,-101.215,-101.389,-102.135,-100.030,-99.487,-104.802,-100.148,-101.384,-102.834,-99.521,-100.950,-101.085,-102.120,-98.701,-98.902,-100.896,-101.014,-100.601,-100.599,-99.526,-99.459,-102.176,-101.663,-101.891,-98.232,-103.758,-102.133,-103.835,-101.992,-102.274,-101.139,-102.983,-100.919,-100.384,-99.215,-102.503,-100.754,-101.178,-103.616,-100.791,-103.455,-101.258,-103.990,-100.571,-100.572,-101.908,-101.740,-99.386,-100.936,-100.647,-99.148,-100.614,-101.836,-98.932,-100.108,-99.054,-100.531,-102.256,-101.373,-102.755,-98.598,-102.424
123.437,134.137,-102.797,-100.859,-101.918,-101.601,-103.112,-101.995,-101.227,-100.966,-101.600,-101.393,-99.474,-102.101,-100.681,-99.312,-100.298,-100.598,-97.935,-101.957,-101.666,-102.443,-101.611,-97.989,-101.410,-102.677,-100.121,-100.711,-102.211,-99.939,-98.406,-101.356,-102.627,-100.432,-102.611,-100.926,-102.554,-101.397,-99.948,-101.618,-98.524,-98.386,-101.188,-102.365,-99.606,-100.004,-102.954,-99.239,-100.833,-102.531,-101.459,-101.037,-102.839,-99.270,-100.145,-101.349,-101.131,-101.893,-99.817,-101.314,-100.269,-102.216,-101.632,-100.518,-101.613,-103.786,-102.487,-102.074,-101.030,-101.007,-99.221,-102.558,-97.610,-100.313,-101.405,-101.429,-101.715,-102.494,-102.577,-101.589,-103.227,-100.563,-100.222,-102.786,-102.932,-100.083,-101.037,-103.872,-101.838,-99.773,-102.739,-101.839,-101.004,-101.130,-99.523,-103.078,-100.599,-103.246,-102.574,-101.045,-99.495,-102.738,-99.844
209.530,134.137,-100.995,-101.913,-103.308,-102.125,-100.683,-102.856,-99.987,-98.989,-102.770,-101.201,-99.917,-100.036,-100.867,-100.968,-102.900,-100.492,-104.265,-99.176,-102.674,-102.629,-102.355,-101.296,-103.082,-101.382,-100.474,-104.101,-99.061,-101.463,-98.955,-101.577,-98.289,-100.226,-100.024,-98.661,-101.020,-103.720,-102.670,-100.014,-103.440,-100.958,-101.338,-101.035,-100.071,-102.802,-102.273,-98.371,-99.638,-99.178,-101.455,-102.838,-101.309,-100.461,-101.755,-102.503,-102.099,-102.091,-101.510,-101.531,-101.304,-101.688,-99.194,-101.666,-100.300,-101.273,-102.639,-103.078,-100.345,-101.274,-103.464,-101.167,-99.013,-101.233,-101.711,-99.413,-102.236,-102.770,-103.827,-97.830,-101.730,-100.228,-104.155,-99.864,-101.074,-102.118,-99.193,-98.204,-100.447,-99.817,-103.323,-100.708,-103.716,-100.358,-99.557,-102.862,-103.016,-100.658,-97.472,-101.978,-101.096,-103.699,-101.166
295.624,134.137,-101.581,-103.294,-101.133,-101.759,-98.205,-101.276,-102.024,-101.147,-103.006,-100.272,-101.669,-100.816,-102.240,-100.895,-99.351,-102.167,-102.169,-99.429,-102.868,-101.941,-98.986,-99.726,-100.401,-101.801,-101.310,-102.948,-100.470,-100.594,-99.196,-102.091,-101.223,-100.326,-101.587,-102.342,-103.245,-100.328,-101.730,-101.270,-99.792,-102.260,-100.619,-98.937,-100.047,-100.077,-100.435,-102.316,-100.026,-102.275,-101.101,-100.215,-104.824,-99.545,-101.225,-99.819,-99.970,-101.265,-98.078,-101.322,-103.783,-101.556,-101.350,-103.698,-101.009,-99.805,-99.364,-99.364,-100.856,-100.758,-103.454,-99.883,-101.580,-100.032,-98.875,-102.031,-98.901,-99.472,-101.925,-100.801,-97.752,-98.447,-99.880,-101.194,-101.340,-98.002,-99.409,-101.470,-100.822,-99.076,-101.982,-103.436,-101.905,-101.278,-100.896,-101.861,-101.011,-100.655,-102.257,-101.858,-101.064,-101.148,-100.618
317.150,91.100,-102.307,-101.052,-101.838,-99.961,-103.077,-100.644,-100.636,-99.912,-102.853,-101.540,-96.961,-98.933,-99.461,-100.943,-101.296,-98.918,-101.191,-100.783,-100.551,-99.563,-100.525,-100.525,-98.913,-101.280,-100.890,-100.997,-100.213,-101.033,-100.855,-98.310,-99.527,-101.191,-100.013,-100.338,-100.420,-101.238,-101.959,-101.003,-99.955,-100.274,-100.941,-100.076,-101.952,-100.302,-98.456,-100.973,-100.508,-102.016,-101.341,-103.078,-103.550,-101.040,-100.338,-101.118,-100.275,-100.623,-100.032,-101.118,-100.600,-99.153,-101.665,-103.224,-101.196,-100.649,-101.637,-102.248,-101.542,-100.396,-102.829,-101.738,-100.937,-102.054,-100.366,-103.109,-100.246,-101.081,-100.999,-99.195,-103.017,-101.906,-99.359,-102.172,-102.629,-101.739,-97.811,-102.827,-103.862,-99.010,-98.490,-101.574,-102.146,-100.788,-102.156,-98.679,-99.313,-98.063,-100.609,-101.826,-101.685,-102.015,-101.361
166.480,139.520,-99.502,-100.352,-101.535,-99.919,-99.832,-100.288,-103.098,-102.292,-98.076,-100.176,-101.954,-101.119,-99.089,-99.839,-102.250,-99.987,-99.938,-102.668,-100.070,-103.746,-102.838,-98.699,-99.133,-100.178,-102.263,-100.932,-101.181,-100.301,-101.007,-98.341,-99.972,-101.000,-100.202,-100.450,-101.926,-100.983,-101.503,-97.344,-103.151,-100.943,-97.656,-101.470,-101.375,-100.568,-100.695,-100.349,-100.336,-101.052,-98.565,-99.756,-100.728,-101.684,-102.509,-101.176,-100.370,-102.074,-101.632,-99.022,-102.418,-101.979,-101.644,-101.622,-100.652,-101.384,-100.312,-102.782,-101.278,-101.736,-98.479,-100.770,-98.938,-99.393,-100.754,-101.800,-101.930,-102.181,-102.172,-103.522,-100.541,-103.016,-103.707,-102.209,-98.942,-99.504,-100.566,-100.277,-99.152,-101.228,-101.491,-101.097,-99.864,-98.330,-98.571,-98.572,-99.026,-100.897,-100.982,-101.730,-101.796,-100.434,-101.636
317.150,128.760,-99.780,-101.976,-100.265,-101.683,-100.116,-99.151,-101.022,-101.945,-99.738,-101.564,-100.095,-103.352,-101.111,-103.277,-101.711,-102.111,-101.946,-100.563,-100.823,-100.565,-100.657,-101.310,-103.017,-101.911,-101.553,-101.601,-101.549,-100.330,-103.021,-101.898,-99.872,-103.289,-101.997,-102.343,-103.618,-99.466,-101.266,-98.909,-99.080,-103.948,-98.575,-103.455,-99.465,-100.823,-101.256,-103.558,-102.009,-101.277,-100.491,-103.198,-99.719,-101.312,-98.137,-100.536,-98.681,-102.003,-101.016,-97.008,-101.033,-101.769,-98.784,-100.524,-100.481,-100.016,-102.369,-102.378,-98.257,-98.505,-98.493,-102.473,-100.402,-101.507,-101.412,-102.330,-100.941,-98.905,-100.238,-99.597,-100.852,-103.766,-104.098,-99.517,-101.198,-100.929,-101.241,-100.670,-101.009,-101.264,-98.672,-101.847,-101.622,-101.517,-102.523,-100.033,-102.438,-99.913,-100.684,-99.391,-99.897,-99.260,-101.372
317.150,101.860,-100.481,-99.419,-100.343,-100.518,-101.331,-100.836,-97.833,-103.283,-100.715,-104.021,-102.660,-102.150,-100.398,-98.780,-100.682,-99.665,-99.513,-99.332,-101.091,-98.685,-100.436,-101.178,-100.510,-101.243,-102.678,-99.883,-101.386,-101.037,-102.709,-100.704,-97.720,-102.736,-100.213,-100.914,-102.368,-103.483,-100.588,-101.674,-99.028,-100.350,-97.871,-102.566,-102.358,-102.624,-101.636,-100.601,-101.330,-101.777,-101.198,-103.146,-100.030,-102.507,-98.783,-100.889,-101.451,-101.937,-104.131,-101.595,-101.173,-101.187,-101.487,-100.964,-101.127,-99.449,-101.908,-102.007,-101.477,-103.236,-101.859,-99.314,-101.261,-102.447,-100.610,-101.216,-101.853,-101.804,-100.528,-99.923,-101.457,-101.631,-101.849,-101.219,-101.080,-100.951,-100.775,-100.970,-101.218,-99.523,-99.304,-101.586,-100.269,-101.053,-98.141,-103.868,-101.563,-102.405,-102.914,-103.684,-102.004,-99.806,-100.956
123.440,139.520,-99.454,-99.667,-100.044,-98.220,-99.776,-103.138,-99.825,-100.663,-100.151,-101.972,-101.380,-102.670,-99.219,-102.382,-101.774,-100.515,-100.060,-101.679,-100.885,-99.035,-101.152,-101.090,-103.478,-99.313,-99.651,-102.068,-101.252,-100.892,-101.763,-101.372,-99.146,-101.730,-98.938,-100.854,-101.574,-98.307,-102.686,-102.086,-103.022,-100.565,-99.470,-99.549,-101.523,-99.470,-100.241,-101.470,-100.626,-101.175,-102.710,-100.408,-99.191,-102.802,-101.002,-100.407,-100.677,-103.772,-102.761,-100.165,-100.810,-99.828,-99.938,-101.521,-101.137,-100.144,-101.493,-98.632,-103.629,-101.315,-99.439,-99.928,-99.968,-101.041,-101.060,-102.233,-101.878,-101.479,-103.721,-101.500,-100.360,-100.968,-102.092,-98.518,-98.213,-101.655,-101.535,-99.331,-102.060,-102.467,-101.661,-102.369,-101.620,-102.726,-100.534,-103.283,-103.232,-103.007,-103.255,-101.129,-103.731,-100.535,-100.013
317.150,139.520,-100.811,-101.422,-101.530,-103.507,-99.356,-99.607,-100.224,-102.350,-101.156,-102.021,-101.319,-101.466,-102.261,-99.166,-103.500,-99.987,-103.037,-102.083,-101.813,-99.928,-97.875,-102.211,-100.712,-100.748,-100.619,-101.867,-102.211,-100.122,-99.931,-103.026,-98.134,-98.195,-100.528,-103.011,-102.254,-102.058,-101.051,-101.318,-100.378,-99.058,-100.922,-101.141,-99.681,-102.952,-104.377,-100.092,-100.036,-106.024,-99.951,-100.937,-101.353,-100.379,-99.173,-98.926,-103.009,-101.798,-101.791,-102.333,-98.844,-99.335,-100.810,-100.314,-102.023,-99.573,-102.348,-99.661,-103.073,-102.570,-99.488,-102.004,-100.032,-102.736,-99.479,-101.665,-101.507,-100.600,-101.216,-100.928,-98.616,-98.697,-100.674,-100.751,-100.924,-97.216,-100.744,-99.934,-100.205,-101.194,-98.594,-98.166,-99.635,-100.599,-101.712,-101.565,-101.069,-100.908,-103.309,-101.155,-102.470,-99.438,-104.282
252.580,139.520,-101.065,-98.962,-99.826,-103.429,-101.490,-99.835,-99.129,-102.896,-100.888,-99.988,-100.327,-100.343,-99.135,-104.956,-101.651,-99.981,-101.651,-100.577,-98.867,-102.472,-99.587,-100.123,-100.929,-99.108,-98.208,-101.687,-100.982,-102.767,-100.518,-100.086,-100.910,-99.903,-99.468,-102.547,-101.943,-101.352,-101.617,-101.337,-98.802,-101.498,-102.632,-100.471,-102.613,-100.344,-99.674,-100.300,-101.627,-100.597,-100.526,-100.440,-99.596,-99.215,-100.337,-101.893,-100.562,-99.185,-101.548,-101.392,-102.062,-100.419,-98.375,-103.264,-102.021,-100.418,-100.450,-101.469,-99.271,-100.681,-100.420,-98.143,-101.003,-100.652,-100.064,-102.115,-100.947,-101.188,-99.237,-102.150,-101.871,-101.255,-101.109,-102.050,-99.490,-103.237,-100.982,-103.458,-100.321,-101.049,-100.260,-100.807,-101.653,-99.746,-100.296,-100.932,-103.480,-99.915,-101.082,-97.975,-101.967,-100.057,-102.551
