PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
261.800,118.770,-103.367,-101.740,-99.442,-99.346,-104.723,-100.256,-100.597,-99.963,-101.697,-100.886,-102.638,-102.602,-99.904,-101.360,-99.918,-102.109,-101.805,-102.610,-101.748,-102.230,-101.366,-102.591,-102.400,-99.774,-100.957,-101.059,-100.808,-104.106,-100.541,-100.912,-98.904,-102.679,-100.376,-102.933,-100.593,-101.231,-101.720,-100.907,-102.632,-101.662,-99.307,-99.388,-100.836,-99.551,-102.997,-101.202,-100.340,-100.240,-98.932,-103.644,-97.512,-102.545,-101.985,-101.739,-100.761,-100.966,-99.769,-102.244,-101.662,-98.245,-101.882,-98.916,-102.585,-101.255,-102.064,-102.467,-99.325,-101.116,-99.485,-99.365,-100.299,-101.106,-99.360,-100.078,-99.345,-101.010,-100.421,-99.387,-101.740,-100.372,-101.989,-100.436,-102.444,-101.498,-102.230,-102.038,-98.501,-98.505,-102.052,-100.200,-102.358,-101.413,-102.373,-100.440,-100.985,-102.634,-98.709,-101.266,-103.353,-101.197,-101.822
317.150,139.520,-100.486,-99.471,-101.411,-101.249,-102.910,-101.171,-100.050,-101.252,-102.282,-101.004,-100.553,-101.434,-99.282,-99.711,-102.030,-101.601,-103.324,-100.790,-99.792,-100.940,-98.497,-100.580,-100.906,-99.431,-99.009,-100.456,-102.592,-100.907,-103.760,-101.424,-103.846,-101.135,-100.300,-100.549,-99.549,-100.580,-99.631,-102.071,-102.530,-100.544,-102.532,-100.039,-101.368,-100.126,-100.672,-102.763,-101.176,-100.667,-102.050,-101.302,-102.599,-100.006,-99.665,-99.603,-98.942,-100.589,-101.355,-101.888,-101.765,-100.574,-101.167,-101.216,-102.806,-103.139,-100.261,-101.465,-101.068,-103.859,-100.004,-102.727,-98.278,-103.286,-101.685,-101.785,-100.078,-100.967,-102.264,-98.651,-102.528,-101.227,-99.971,-102.205,-101.332,-101.874,-100.171,-101.067,-103.768,-101.203,-99.223,-101.169,-102.281,-100.461,-100.841,-101.670,-101.925,-103.302,-100.029,-100.970,-100.550,-101.117,-100.765
178.780,118.770,-101.047,-100.731,-99.287,-101.470,-103.443,-99.411,-99.797,-103.688,-103.853,-99.586,-99.840,-102.099,-100.286,-100.601,-100.524,-101.384,-100.876,-99.357,-101.442,-101.734,-100.271,-100.594,-101.497,-100.871,-101.888,-101.595,-103.004,-98.851,-100.705,-101.491,-102.606,-102.552,-100.083,-98.970,-100.879,-99.662,-101.355,-99.253,-103.657,-99.888,-99.701,-102.803,-102.583,-100.481,-102.080,-102.173,-101.477,-100.218,-99.872,-98.981,-100.883,-104.840,-102.737,-100.100,-102.337,-99.120,-100.729,-104.009,-100.527,-101.250,-100.067,-103.388,-101.846,-99.239,-103.561,-103.421,-101.419,-100.254,-100.423,-101.387,-97.512,-102.591,-98.201,-103.273,-101.239,-98.929,-101.961,-100.289,-101.642,-98.992,-101.611,-100.285,-100.648,-100.831,-102.155,-100.491,-102.028,-98.828,-101.979,-100.273,-101.222,-102.594,-103.055,-101.983,-102.753,-101.422,-100.766,-102.241,-99.516,-101.059,-102.260
151.110,91.100,-101.371,-99.415,-99.360,-98.095,-97.877,-98.028,-103.277,-101.575,-99.629,-101.808,-99.961,-102.389,-102.332,-100.620,-101.086,-102.109,-98.600,-99.484,-101.621,-100.284,-101.752,-101.232,-103.177,-102.309,-102.576,-101.067,-103.852,-99.456,-100.640,-100.343,-101.515,-100.848,-101.037,-99.116,-102.451,-104.063,-101.939,-100.102,-99.169,-102.732,-101.229,-101.429,-101.705,-98.367,-103.477,-99.094,-102.305,-101.465,-101.647,-99.112,-103.688,-99.961,-100.242,-102.650,-100.533,-102.387,-99.504,-103.371,-100.652,-103.833,-99.933,-101.833,-101.280,-99.963,-98.998,-99.414,-100.841,-100.651,-101.246,-101.132,-101.937,-99.972,-99.749,-102.671,-101.364,-102.245,-102.475,-99.507,-97.646,-103.577,-101.875,-97.020,-101.901,-99.487,-101.944,-102.181,-100.901,-102.036,-101.327,-99.320,-101.430,-100.554,-102.002,-103.202,-102.737,-100.337,-102.387,-100.125,-103.604,-102.319,-100.138
317.150,98.010,-100.235,-98.328,-98.406,-99.809,-100.926,-100.858,-101.802,-103.817,-99.077,-99.756,-100.272,-99.101,-101.545,-100.005,-99.830,-99.504,-101.993,-103.108,-101.417,-101.184,-103.665,-103.058,-104.222,-101.425,-100.727,-101.923,-102.456,-99.790,-101.568,-102.950,-102.410,-100.980,-98.800,-101.908,-103.630,-101.648,-101.506,-103.255,-101.334,-99.407,-100.799,-101.139,-101.025,-102.845,-99.947,-102.320,-102.086,-101.697,-101.270,-101.783,-97.208,-98.919,-102.368,-102.371,-101.022,-100.741,-102.918,-103.685,-100.862,-99.208,-103.256,-103.080,-100.996,-101.277,-103.809,-103.525,-99.906,-99.365,-101.233,-100.570,-102.764,-101.437,-101.521,-101.626,-102.734,-103.457,-100.105,-100.820,-103.087,-102.249,-101.517,-101.821,-99.766,-99.945,-103.578,-100.161,-101.247,-99.485,-100.876,-101.071,-101.090,-99.393,-98.235,-101.020,-100.072,-102.137,-99.379,-103.661,-102.464,-99.922,-101.437
289.470,132.600,-100.052,-101.614,-101.981,-100.603,-100.263,-100.544,-102.610,-100.535,-100.849,-101.978,-101.780,-98.915,-101.003,-103.274,-99.627,-101.195,-100.865,-102.084,-101.772,-100.024,-100.303,-100.659,-101.665,-99.259,-100.155,-104.098,-100.230,-103.040,-99.982,-100.692,-98.393,-101.052,-102.223,-100.585,-100.516,-101.996,-100.582,-101.956,-99.696,-100.848,-100.693,-101.507,-100.701,-100.569,-101.300,-101.863,-101.105,-100.308,-100.561,-102.099,-101.894,-100.419,-101.891,-100.188,-100.194,-102.567,-101.234,-99.399,-101.568,-101.065,-101.575,-100.899,-99.816,-103.213,-101.475,-102.612,-101.217,-98.713,-100.596,-99.203,-103.440,-100.939,-99.984,-103.304,-100.797,-100.889,-97.501,-102.676,-102.621,-100.871,-101.166,-98.734,-101.229,-99.656,-102.753,-102.158,-99.232,-98.421,-101.580,-100.693,-98.534,-103.195,-103.823,-100.668,-105.671,-98.997,-102.992,-102.607,-101.374,-98.929,-102.784
123.440,104.930,-100.005,-101.176,-101.385,-101.125,-102.031,-101.760,-102.478,-102.682,-101.684,-100.839,-98.394,-98.387,-101.447,-99.791,-99.418,-99.571,-100.635,-102.058,-103.199,-100.101,-101.247,-99.707,-102.111,-97.780,-102.186,-100.783,-101.999,-99.251,-101.605,-101.335,-101.620,-99.474,-98.782,-100.507,-100.659,-101.733,-98.064,-102.417,-102.642,-102.353,-100.428,-101.177,-101.049,-101.059,-103.697,-100.620,-99.078,-101.010,-100.254,-102.314,-101.096,-103.141,-102.890,-101.464,-100.090,-101.373,-99.546,-101.542,-101.769,-102.094,-100.760,-97.212,-101.763,-98.882,-101.483,-99.849,-102.836,-100.851,-100.232,-100.637,-102.218,-102.869,-101.323,-98.970,-101.777,-100.628,-100.987,-100.910,-99.835,-101.925,-99.177,-99.910,-100.652,-101.829,-99.892,-103.259,-103.335,-100.205,-100.155,-101.288,-101.387,-101.551,-99.814,-100.782,-99.793,-102.359,-100.406,-101.566,-102.469,-102.343,-102.473
289.470,111.850,-100.866,-102.975,-97.765,-99.890,-100.841,-102.879,-102.618,-99.413,-101.407,-101.845,-101.081,-103.545,-100.391,-100.377,-101.656,-101.188,-101.087,-101.487,-103.240,-103.253,-98.996,-100.312,-101.986,-101.286,-101.394,-101.940,-101.449,-102.530,-101.116,-101.941,-103.347,-101.617,-100.546,-100.321,-101.714,-101.356,-100.282,-98.201,-103.271,-98.316,-98.822,-100.668,-100.798,-101.478,-103.682,-100.651,-103.045,-101.538,-102.153,-99.318,-102.739,-103.570,-100.545,-99.251,-101.014,-102.397,-99.989,-99.743,-100.322,-99.282,-102.028,-101.793,-100.714,-101.265,-102.145,-101.539,-101.629,-102.617,-100.932,-100.537,-101.979,-102.388,-99.697,-100.453,-102.020,-100.832,-100.805,-102.735,-99.553,-100.649,-100.442,-101.493,-100.245,-99.793,-102.672,-102.813,-102.055,-101.227,-100.677,-101.962,-101.850,-102.550,-102.053,-101.945,-101.804,-101.948,-102.881,-99.373,-99.953,-103.054,-101.859
206.460,104.930,-98.636,-102.451,-100.655,-102.799,-102.312,-103.234,-100.682,-96.689,-100.800,-101.333,-103.136,-102.768,-102.699,-102.438,-102.115,-103.294,-100.797,-101.831,-101.364,-101.829,-103.853,-100.113,-98.677,-100.441,-101.508,-102.650,-100.419,-102.033,-102.158,-99.145,-100.575,-103.573,-98.991,-98.929,-100.860,-101.472,-101.571,-102.574,-101.690,-102.515,-100.680,-101.814,-98.935,-101.354,-100.293,-101.586,-101.599,-101.558,-102.330,-99.097,-101.432,-99.653,-101.919,-102.670,-102.660,-100.349,-101.873,-97.504,-101.023,-102.178,-103.246,-102.154,-99.186,-100.620,-102.444,-103.868,-99.295,-100.752,-100.434,-99.764,-98.761,-99.823,-104.179,-102.705,-101.771,-100.085,-99.559,-100.169,-103.623,-99.052,-103.663,-102.874,-101.439,-101.376,-101.496,-101.807,-103.845,-101.108,-102.484,-101.307,-102.449,-101.643,-100.872,-99.776,-101.362,-101.761,-98.575,-99.657,-98.572,-101.029,-102.836
178.780,98.010,-102.736,-97.625,-100.201,-101.350,-99.792,-102.094,-99.232,-101.478,-102.917,-101.909,-104.671,-103.006,-100.190,-102.768,-102.475,-100.881,-103.640,-101.888,-101.716,-101.908,-103.040,-99.545,-101.391,-100.365,-101.970,-99.245,-99.590,-100.948,-100.367,-98.608,-101.316,-99.483,-101.222,-102.323,-99.545,-102.689,-103.015,-100.843,-101.320,-102.152,-99.572,-100.840,-99.250,-100.668,-100.589,-103.489,-100.235,-103.249,-101.775,-102.334,-100.534,-102.591,-102.137,-100.983,-99.643,-102.991,-99.938,-99.908,-99.024,-102.125,-99.849,-100.482,-102.361,-100.493,-99.764,-100.130,-100.406,-101.335,-99.961,-100.603,-100.099,-105.319,-102.039,-102.585,-100.831,-100.354,-103.118,-100.095,-102.373,-100.136,-103.216,-99.613,-101.155,-97.524,-102.437,-101.382,-101.060,-101.694,-101.312,-98.741,-100.466,-102.604,-99.751,-101.978,-100.613,-102.921,-101.438,-102.382,-99.255,-99.492,-103.008
151.110,132.600,-101.282,-100.658,-102.913,-98.955,-99.328,-99.731,-100.705,-101.544,-99.277,-98.387,-100.770,-102.282,-100.603,-100.131,-103.253,-99.749,-99.413,-104.226,-99.856,-101.223,-101.488,-103.456,-103.108,-100.426,-102.765,-99.173,-99.377,-101.436,-99.063,-101.846,-101.074,-100.706,-99.768,-100.790,-101.213,-100.924,-99.481,-103.744,-99.469,-102.420,-98.899,-99.373,-102.381,-102.167,-101.564,-100.313,-104.128,-100.863,-102.578,-103.664,-104.320,-101.328,-100.391,-98.905,-103.047,-101.624,-100.958,-100.080,-102.873,-101.553,-100.483,-101.146,-103.867,-101.286,-101.844,-99.908,-100.227,-100.303,-101.860,-99.617,-98.111,-100.231,-99.762,-100.161,-100.537,-103.059,-99.909,-98.981,-103.111,-100.861,-100.809,-101.844,-99.116,-100.254,-101.093,-101.583,-100.611,-100.399,-101.817,-102.432,-100.120,-100.705,-102.553,-101.586,-102.111,-102.098,-101.500,-99.227,-100.701,-100.582,-99.459
206.460,125.680,-100.037,-99.040,-98.784,-101.959,-102.023,-100.867,-101.278,-102.657,-100.789,-101.285,-101.308,-102.297,-99.225,-100.222,-98.767,-100.284,-99.178,-102.815,-100.695,-100.425,-100.494,-98.594,-101.430,-100.960,-102.153,-102.136,-102.798,-103.336,-99.028,-97.941,-100.985,-102.506,-100.216,-101.269,-99.818,-99.671,-99.943,-101.398,-102.089,-97.264,-99.442,-101.628,-99.331,-100.817,-103.464,-101.668,-102.784,-100.140,-101.650,-102.337,-100.196,-99.350,-98.106,-100.724,-100.509,-99.333,-101.779,-102.421,-100.464,-101.631,-99.573,-100.941,-101.808,-97.889,-97.248,-100.221,-99.379,-102.058,-102.542,-100.561,-102.367,-98.995,-100.175,-100.858,-101.854,-99.839,-101.771,-102.318,-101.399,-99.205,-98.199,-100.581,-102.233,-100.976,-101.918,-100.741,-99.921,-100.712,-99.021,-100.057,-101.273,-99.111,-101.166,-101.989,-101.428,-99.670,-101.370,-101.883,-101.269,-100.309,-100.942
261.800,98.010,-100.302,-102.275,-103.395,-101.536,-101.905,-102.073,-99.097,-100.661,-99.689,-101.762,-101.038,-98.822,-103.488,-101.712,-100.071,-101.653,-99.128,-102.215,-103.064,-100.806,-100.880,-99.644,-101.936,-101.279,-102.962,-99.754,-101.048,-100.218,-101.095,-100.824,-100.692,-101.185,-101.185,-102.460,-100.966,-98.740,-101.770,-103.168,-101.951,-102.291,-103.912,-98.959,-99.661,-102.465,-99.274,-101.767,-100.034,-101.425,-99.780,-99.888,-101.410,-100.530,-101.284,-100.790,-100.117,-100.538,-100.659,-99.934,-101.482,-101.038,-101.186,-100.859,-102.065,-103.676,-101.540,-101.270,-103.992,-99.170,-99.929,-98.760,-100.928,-102.951,-102.902,-103.367,-100.185,-99.465,-101.826,-102.466,-102.118,-101.760,-103.116,-101.728,-101.131,-100.643,-102.448,-100.849,-101.200,-100.883,-99.923,-100.324,-101.550,-101.955,-101.022,-102.457,-96.673,-102.886,-100.284,-102.016,-100.092,-100.420,-101.739
178.780,139.520,-101.594,-102.345,-101.761,-100.118,-100.137,-99.743,-99.765,-100.381,-99.983,-101.190,-103.062,-99.276,-99.277,-101.360,-100.125,-103.564,-101.059,-100.721,-101.399,-99.933,-101.855,-99.742,-100.044,-102.398,-102.876,-101.298,-99.156,-100.037,-103.567,-102.997,-103.092,-102.329,-99.298,-102.155,-99.859,-100.820,-100.499,-101.465,-102.106,-100.960,-102.524,-101.403,-101.352,-99.964,-101.513,-103.588,-100.829,-102.333,-102.673,-99.819,-100.061,-98.401,-97.686,-102.067,-100.185,-100.893,-100.370,-99.978,-100.798,-102.155,-101.520,-99.647,-100.694,-102.182,-101.164,-98.509,-99.790,-103.209,-99.527,-103.662,-100.791,-98.401,-101.356,-102.072,-102.692,-101.330,-101.688,-100.460,-102.018,-103.727,-100.570,-102.514,-101.879,-103.381,-103.835,-101.098,-102.172,-101.980,-102.167,-100.756,-100.668,-100.557,-100.189,-98.079,-101.531,-101.537,-101.077,-100.734,-101.672,-100.751,-101.183
151.110,118.770,-101.106,-97.047,-101.144,-99.266,-99.535,-101.753,-103.535,-99.441,-102.193,-102.981,-99.871,-98.329,-101.448,-103.624,-101.902,-100.297,-102.018,-100.738,-98.903,-100.876,-99.609,-103.257,-100.007,-100.143,-101.137,-101.265,-102.085,-100.059,-98.171,-100.227,-99.997,-100.110,-100.009,-102.453,-99.751,-100.551,-102.850,-103.148,-102.735,-100.692,-102.112,-100.186,-100.798,-99.925,-102.672,-99.867,-100.808,-100.622,-102.934,-103.224,-100.150,-100.185,-99.961,-99.724,-98.384,-103.065,-101.566,-102.286,-99.353,-101.447,-99.867,-101.011,-100.655,-100.298,-100.467,-99.898,-101.241,-100.706,-99.650,-103.645,-100.382,-101.733,-101.261,-105.329,-100.388,-99.391,-103.552,-102.088,-102.501,-102.294,-101.604,-100.291,-101.852,-101.538,-101.182,-102.380,-100.215,-98.056,-100.650,-100.319,-98.840,-99.683,-100.380,-100.407,-101.383,-101.474,-103.097,-104.599,-97.448,-100.417,-102.754
234.130,111.850,-99.143,-100.692,-98.956,-101.626,-100.199,-101.537,-100.305,-100.988,-101.336,-101.628,-102.365,-101.560,-102.403,-97.796,-101.113,-102.898,-100.779,-104.251,-100.673,-100.168,-97.521,-102.378,-101.008,-101.582,-100.423,-101.431,-100.870,-103.044,-100.236,-101.574,-102.643,-101.998,-103.854,-99.497,-100.577,-101.487,-99.947,-100.649,-100.396,-101.983,-99.080,-102.427,-101.784,-100.501,-102.959,-103.294,-99.324,-100.807,-97.297,-101.196,-100.607,-99.008,-103.458,-99.649,-98.885,-102.218,-101.103,-100.294,-100.449,-101.465,-103.018,-101.769,-99.363,-101.298,-101.493,-102.596,-98.230,-99.061,-99.561,-101.219,-99.968,-100.807,-99.131,-101.004,-99.766,-99.654,-100.103,-103.393,-102.839,-101.814,-102.221,-99.970,-99.971,-102.058,-98.961,-101.703,-100.627,-99.694,-101.239,-100.254,-101.921,-102.177,-100.682,-100.674,-103.522,-102.376,-102.139,-101.835,-100.083,-102.333,-100.533
