PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
317.147,91.097,-101.716,-100.757,-101.698,-99.760,-100.060,-100.528,-101.286,-101.432,-101.247,-98.891,-101.168,-101.262,-101.986,-102.076,-100.025,-101.611,-100.142,-101.060,-98.348,-102.850,-101.477,-99.398,-99.080,-102.588,-101.265,-99.737,-101.021,-101.435,-101.233,-102.354,-102.418,-100.527,-103.281,-99.989,-101.199,-103.305,-100.192,-98.808,-100.510,-100.929,-98.827,-101.900,-101.071,-101.015,-101.317,-101.403,-101.878,-100.182,-102.968,-102.212,-99.339,-99.525,-102.483,-100.558,-98.029,-101.812,-99.518,-102.338,-100.181,-98.367,-100.779,-99.682,-100.781,-102.395,-101.687,-102.163,-101.365,-99.813,-99.594,-100.973,-100.669,-99.518,-102.158,-101.248,-101.104,-103.316,-99.726,-99.078,-103.282,-99.659,-101.263,-100.794,-100.414,-98.355,-102.152,-97.631,-99.657,-100.185,-99.166,-98.734,-101.879,-102.160,-101.300,-101.146,-101.126,-99.011,-100.388,-103.451,-104.076,-99.972,-98.835
295.624,91.097,-98.775,-101.204,-99.019,-101.416,-98.128,-100.226,-100.877,-100.978,-100.852,-102.260,-101.558,-99.059,-99.754,-99.165,-100.945,-99.258,-102.544,-102.277,-102.814,-101.961,-99.399,-101.787,-100.156,-101.105,-101.840,-100.185,-100.057,-101.659,-98.591,-101.158,-102.078,-102.923,-101.053,-99.879,-100.500,-100.206,-101.818,-99.481,-99.851,-99.100,-102.715,-99.734,-98.472,-99.126,-96.148,-101.401,-101.087,-99.496,-100.902,-99.695,-100.406,-102.843,-100.863,-102.210,-102.073,-102.461,-99.340,-100.627,-100.670,-99.843,-102.554,-101.781,-99.417,-100.654,-99.867,-102.401,-99.647,-98.955,-101.682,-103.628,-103.413,-101.018,-98.485,-102.007,-98.809,-101.277,-99.005,-100.440,-101.387,-100.715,-102.379,-100.086,-98.223,-100.586,-101.533,-97.920,-101.903,-100.133,-100.132,-101.873,-102.119,-99.894,-100.881,-101.685,-99.820,-98.996,-100.393,-101.608,-101.315,-99.240,-99.564
274.100,91.097,-100.203,-101.372,-102.148,-103.466,-100.551,-100.291,-98.735,-101.619,-99.680,-100.833,-101.832,-101.848,-99.842,-102.467,-99.492,-100.914,-101.808,-100.371,-101.454,-99.615,-100.433,-99.928,-102.946,-99.872,-100.143,-99.314,-102.387,-99.334,-99.153,-101.886,-99.532,-102.427,-99.886,-99.687,-98.260,-100.456,-101.791,-102.702,-102.669,-99.998,-102.244,-102.577,-101.669,-100.312,-103.101,-100.060,-98.073,-101.097,-100.527,-98.827,-97.964,-97.963,-101.910,-101.676,-100.306,-101.110,-101.526,-99.720,-99.606,-100.235,-99.476,-99.394,-103.638,-99.841,-97.934,-100.009,-100.161,-101.012,-101.347,-100.720,-99.560,-98.234,-101.078,-102.185,-98.426,-100.877,-103.473,-99.700,-103.153,-99.760,-100.347,-101.927,-98.388,-99.583,-101.287,-101.258,-101.379,-101.338,-98.107,-100.600,-101.213,-100.675,-102.003,-99.070,-99.738,-102.305,-97.404,-103.217,-99.334,-102.603,-104.011
252.577,91.097,-102.516,-103.653,-98.816,-99.985,-102.984,-101.453,-100.238,-103.108,-102.041,-100.195,-98.736,-99.888,-100.646,-99.763,-102.099,-102.153,-97.921,-101.096,-101.497,-102.759,-101.587,-100.360,-99.169,-100.760,-100.620,-102.385,-98.281,-98.627,-100.844,-104.243,-102.103,-100.389,-100.475,-99.432,-99.193,-101.276,-102.915,-100.164,-99.996,-99.950,-99.334,-99.398,-103.559,-100.902,-99.674,-102.524,-100.812,-99.597,-100.956,-100.400,-99.107,-99.640,-101.354,-102.185,-100.808,-100.381,-100.832,-102.112,-100.025,-98.246,-98.625,-100.338,-102.260,-99.158,-100.541,-99.319,-101.149,-99.685,-100.229,-99.912,-101.970,-101.126,-98.465,-102.182,-103.894,-100.165,-101.659,-99.869,-100.805,-101.119,-97.891,-100.161,-99.952,-102.468,-101.993,-99.380,-101.920,-100.828,-97.250,-99.977,-99.904,-100.288,-99.231,-99.364,-98.630,-100.548,-98.905,-102.534,-102.062,-102.142,-99.021
231.054,91.097,-99.791,-100.622,-101.123,-102.734,-97.814,-97.681,-101.585,-102.351,-98.545,-101.143,-100.234,-99.538,-103.121,-101.165,-100.745,-101.055,-102.354,-103.411,-100.140,-102.423,-99.986,-98.154,-101.994,-99.613,-100.799,-101.620,-102.528,-101.450,-101.543,-99.432,-99.413,-102.115,-100.928,-100.547,-99.310,-101.173,-98.865,-102.056,-101.870,-100.104,-100.107,-100.904,-103.441,-101.447,-101.608,-100.855,-101.097,-102.018,-99.982,-101.023,-101.288,-98.063,-100.919,-99.057,-100.288,-101.120,-99.511,-99.523,-99.493,-101.853,-101.540,-102.153,-98.996,-98.792,-100.589,-101.217,-101.337,-101.725,-102.453,-101.557,-100.254,-101.369,-100.607,-99.165,-101.236,-100.342,-101.990,-101.881,-99.636,-101.424,-102.514,-100.913,-100.763,-101.468,-101.229,-101.037,-100.157,-100.258,-99.147,-101.702,-100.943,-100.820,-97.686,-103.789,-100.849,-102.663,-102.296,-102.987,-101.866,-99.656,-99.801
209.530,91.097,-99.367,-99.858,-101.775,-103.222,-101.859,-99.152,-102.069,-102.063,-99.633,-100.616,-98.569,-101.148,-99.974,-100.986,-99.086,-100.095,-100.268,-101.921,-100.696,-101.524,-101.341,-102.615,-101.042,-100.706,-101.465,-97.206,-99.543,-100.301,-100.123,-97.031,-101.335,-97.553,-103.483,-102.308,-99.422,-102.719,-97.663,-101.105,-100.453,-100.386,-100.823,-101.600,-101.186,-101.133,-101.510,-101.308,-101.334,-101.608,-102.013,-103.551,-100.612,-103.002,-101.650,-102.372,-101.283,-99.242,-101.435,-100.936,-100.210,-101.201,-100.825,-102.345,-98.994,-101.983,-100.096,-100.633,-98.640,-101.205,-100.877,-99.045,-102.997,-101.539,-96.248,-100.621,-101.240,-100.575,-98.722,-103.299,-100.376,-101.100,-100.832,-99.987,-102.175,-100.984,-101.956,-99.537,-99.754,-99.620,-100.355,-100.981,-99.250,-100.239,-99.488,-102.066,-99.761,-103.742,-100.693,-101.460,-101.436,-101.013,-100.433
188.007,91.097,-100.557,-101.432,-102.158,-100.768,-100.400,-100.864,-101.020,-100.362,-100.202,-102.091,-99.286,-100.444,-100.640,-101.006,-101.572,-100.324,-102.178,-100.705,-99.830,-99.512,-101.967,-101.998,-99.607,-100.798,-96.451,-102.402,-100.270,-100.195,-101.505,-101.285,-103.153,-100.514,-98.396,-98.029,-101.382,-100.733,-103.256,-100.464,-100.712,-100.186,-101.031,-101.309,-101.325,-101.457,-100.002,-103.505,-99.975,-100.915,-99.203,-100.917,-101.520,-99.315,-100.051,-101.931,-100.777,-100.926,-101.730,-98.293,-101.895,-100.458,-101.456,-99.731,-100.709,-102.642,-100.548,-99.395,-101.324,-100.799,-97.892,-101.258,-101.367,-101.665,-100.670,-100.358,-99.630,-98.769,-101.210,-98.554,-102.013,-99.653,-101.836,-100.339,-98.937,-97.712,-102.093,-97.700,-99.588,-100.928,-100.002,-101.454,-100.574,-98.139,-101.133,-102.408,-99.557,-103.796,-103.683,-102.089,-97.331,-100.579,-99.396
166.484,91.097,-101.057,-101.695,-101.531,-103.306,-99.826,-101.794,-101.271,-102.263,-101.663,-100.982,-100.351,-99.066,-100.607,-97.446,-102.368,-100.049,-100.460,-100.815,-101.877,-98.945,-102.094,-101.514,-100.109,-101.891,-101.988,-100.448,-100.258,-101.855,-101.823,-99.971,-102.619,-100.508,-101.003,-102.146,-100.208,-100.287,-99.826,-100.375,-99.698,-101.356,-100.734,-103.241,-102.722,-99.692,-100.208,-101.444,-102.919,-99.853,-100.322,-100.849,-100.786,-100.800,-101.968,-101.396,-102.199,-101.547,-98.436,-101.514,-101.188,-100.916,-96.995,-101.265,-99.799,-99.218,-100.188,-102.559,-100.399,-103.160,-99.564,-102.115,-101.681,-101.327,-100.526,-100.669,-98.804,-99.850,-99.283,-99.356,-101.916,-102.264,-100.442,-101.207,-103.094,-100.394,-102.013,-99.461,-99.304,-100.259,-103.431,-103.528,-101.111,-99.930,-100.838,-100.077,-97.655,-99.734,-99.657,-101.779,-102.402,-101.051,-101.342
144.960,91.097,-101.260,-99.744,-100.729,-101.428,-99.041,-102.621,-100.747,-100.927,-97.444,-98.004,-101.484,-100.913,-99.164,-101.676,-101.743,-101.058,-99.312,-102.558,-99.601,-100.064,-99.777,-100.866,-101.271,-100.197,-99.154,-100.712,-101.421,-100.618,-101.635,-99.399,-99.393,-101.155,-98.931,-99.764,-99.784,-102.332,-100.466,-103.135,-99.575,-100.637,-100.297,-100.494,-98.324,-100.204,-99.710,-98.964,-101.766,-100.262,-100.243,-100.394,-100.997,-103.588,-100.369,-100.023,-100.610,-102.080,-101.042,-102.858,-100.541,-100.021,-104.101,-99.188,-99.427,-99.555,-100.634,-99.761,-98.044,-100.800,-100.811,-102.889,-100.645,-100.990,-101.984,-96.962,-99.613,-101.982,-102.683,-101.418,-101.388,-101.501,-102.172,-101.210,-101.296,-100.459,-99.976,-101.186,-99.962,-99.876,-98.443,-99.823,-99.627,-101.852,-100.554,-101.013,-102.282,-101.393,-100.730,-98.530,-97.414,-102.282,-102.676
123.437,91.097,-98.906,-101.315,-101.523,-102.232,-100.887,-101.608,-104.063,-101.387,-101.048,-102.310,-104.352,-101.943,-100.861,-102.039,-98.304,-101.176,-98.598,-99.608,-98.565,-99.202,-101.388,-102.333,-98.698,-101.708,-101.888,-98.637,-100.408,-100.749,-99.398,-99.390,-100.663,-99.517,-104.132,-101.835,-102.333,-99.439,-99.335,-101.265,-100.848,-100.477,-100.706,-99.726,-99.881,-99.994,-100.569,-99.171,-99.355,-97.375,-100.985,-101.563,-100.100,-100.001,-97.010,-100.036,-101.143,-101.251,-100.049,-101.247,-99.948,-100.513,-101.029,-99.066,-99.331,-100.081,-102.811,-100.817,-100.907,-99.205,-99.614,-101.623,-101.474,-98.875,-99.965,-98.503,-100.868,-102.646,-99.943,-100.717,-97.630,-102.570,-101.319,-100.828,-101.932,-101.020,-100.052,-102.221,-100.644,-102.523,-100.371,-101.493,-102.619,-100.461,-102.329,-100.718,-100.756,-99.690,-101.049,-102.043,-101.018,-101.679,-101.632
