PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
261.801,98.014,-101.433,-100.415,-102.275,-100.055,-104.667,-101.504,-104.813,-102.089,-101.123,-99.283,-101.489,-102.869,-98.337,-100.760,-101.474,-101.342,-100.615,-101.653,-99.514,-100.816,-98.569,-100.965,-101.998,-100.292,-101.337,-100.934,-101.888,-105.240,-102.103,-103.106,-101.070,-98.779,-100.516,-102.236,-101.219,-100.454,-100.262,-101.369,-100.139,-101.126,-99.222,-101.061,-100.461,-102.184,-101.734,-101.219,-101.223,-103.387,-103.755,-101.515,-98.596,-100.277,-98.810,-100.721,-104.527,-103.101,-102.344,-101.862,-98.971,-100.227,-98.196,-100.715,-100.568,-100.367,-102.397,-100.544,-103.640,-103.375,-100.097,-100.466,-102.435,-102.956,-100.513,-99.620,-101.574,-101.711,-100.030,-102.329,-102.625,-102.542,-100.264,-102.497,-106.064,-101.297,-99.667,-104.659,-99.523,-102.656,-100.042,-101.064,-102.530,-101.328,-99.855,-100.621,-102.120,-101.768,-101.610,-101.249,-102.124,-102.097,-101.540
234.129,98.014,-101.604,-101.759,-101.884,-100.209,-102.016,-101.669,-102.010,-102.168,-100.740,-99.558,-103.142,-99.850,-103.520,-102.654,-102.512,-101.171,-103.431,-102.197,-100.912,-104.122,-100.004,-100.558,-104.340,-103.347,-101.998,-101.730,-100.940,-100.110,-99.556,-102.425,-101.978,-101.329,-101.768,-99.751,-102.322,-102.598,-101.835,-101.547,-101.788,-100.121,-104.354,-99.695,-103.872,-103.619,-103.519,-101.736,-103.131,-101.367,-100.304,-100.711,-101.034,-101.021,-102.558,-102.871,-101.942,-101.386,-100.149,-101.329,-100.505,-99.738,-99.328,-101.614,-101.435,-102.761,-98.754,-102.286,-102.764,-102.229,-102.229,-101.494,-99.826,-102.974,-100.354,-102.347,-100.776,-101.429,-101.983,-98.063,-99.652,-98.154,-102.929,-101.948,-102.205,-102.022,-102.578,-104.708,-101.209,-103.728,-101.923,-99.334,-101.327,-100.401,-100.998,-102.494,-102.358,-101.420,-102.920,-101.028,-101.459,-103.301,-101.180
206.456,98.014,-98.887,-102.532,-102.048,-98.839,-101.892,-104.765,-100.151,-100.139,-101.076,-104.652,-101.741,-100.953,-99.652,-101.868,-102.238,-100.980,-100.771,-101.305,-102.752,-101.054,-102.820,-102.515,-101.019,-101.410,-102.585,-104.157,-101.343,-101.635,-101.205,-101.832,-103.147,-99.965,-100.517,-102.105,-99.910,-99.196,-101.862,-103.457,-100.594,-102.164,-100.801,-99.397,-103.082,-102.245,-101.291,-102.484,-102.311,-101.448,-100.075,-102.542,-104.963,-100.031,-99.756,-101.317,-101.649,-101.591,-100.236,-100.261,-100.641,-102.157,-100.573,-101.372,-102.038,-103.220,-101.393,-102.463,-100.399,-101.541,-98.820,-100.987,-102.070,-102.693,-103.931,-99.728,-100.848,-101.622,-101.930,-100.415,-103.171,-102.750,-100.410,-100.256,-101.791,-99.843,-100.501,-101.521,-102.668,-103.249,-102.127,-101.966,-102.226,-100.764,-102.560,-102.246,-100.055,-101.108,-102.546,-102.160,-101.861,-102.491,-102.106
178.783,98.014,-100.479,-104.381,-103.290,-100.614,-101.484,-103.814,-101.308,-101.349,-102.690,-100.354,-100.560,-101.552,-101.308,-103.972,-101.988,-102.038,-102.213,-103.691,-100.928,-101.858,-102.112,-102.601,-100.743,-101.468,-103.830,-100.748,-102.628,-103.120,-101.930,-101.315,-102.585,-100.664,-101.160,-100.361,-102.916,-102.712,-102.612,-100.149,-101.863,-101.514,-101.372,-98.983,-100.616,-101.475,-101.832,-100.177,-100.483,-102.414,-101.993,-100.837,-100.611,-101.151,-101.575,-100.557,-102.923,-98.912,-102.635,-100.517,-101.681,-102.613,-102.119,-100.533,-101.019,-104.688,-101.394,-102.770,-99.114,-99.477,-98.780,-101.285,-101.098,-100.926,-101.387,-100.515,-100.111,-103.338,-101.120,-103.642,-102.320,-100.879,-102.057,-100.300,-101.487,-102.135,-100.402,-103.350,-99.398,-100.071,-100.916,-100.176,-99.127,-98.555,-103.070,-101.938,-102.879,-100.271,-103.146,-100.625,-101.527,-103.282,-100.514
151.110,98.014,-99.989,-101.089,-99.845,-101.621,-101.618,-102.381,-100.906,-101.992,-102.195,-101.356,-103.007,-101.740,-101.749,-101.661,-102.743,-102.371,-102.003,-101.636,-100.547,-101.510,-100.684,-103.667,-101.556,-103.250,-101.843,-101.435,-100.359,-101.924,-100.267,-98.268,-101.798,-103.690,-99.770,-101.533,-101.833,-99.242,-102.997,-100.855,-99.357,-101.895,-101.779,-100.968,-101.615,-99.556,-102.142,-99.815,-101.054,-99.210,-100.278,-99.513,-104.362,-101.471,-102.459,-103.464,-101.205,-100.530,-103.339,-101.167,-100.580,-104.806,-102.347,-100.312,-103.427,-99.854,-98.265,-102.083,-103.679,-104.909,-100.228,-99.778,-101.936,-100.399,-101.839,-103.201,-101.724,-99.948,-101.200,-103.122,-101.408,-102.813,-100.547,-103.737,-101.782,-103.886,-102.028,-103.680,-101.890,-102.857,-101.741,-100.705,-101.492,-102.802,-101.216,-101.557,-100.655,-101.018,-101.922,-102.678,-100.311,-101.017,-99.080
123.437,98.014,-99.331,-101.292,-102.557,-103.418,-102.652,-104.081,-100.484,-101.100,-99.999,-101.310,-103.816,-101.974,-101.990,-99.792,-101.001,-105.809,-103.769,-100.301,-103.096,-100.572,-101.269,-101.949,-100.214,-101.766,-103.192,-100.863,-102.201,-100.263,-99.618,-102.535,-99.804,-101.849,-101.062,-101.553,-101.668,-101.904,-101.653,-101.221,-99.865,-100.117,-101.416,-99.390,-102.557,-101.671,-99.404,-101.668,-102.510,-100.070,-100.953,-100.109,-101.547,-103.457,-101.071,-100.473,-99.084,-102.291,-99.243,-101.127,-101.353,-101.485,-100.595,-102.237,-101.232,-99.786,-100.307,-100.457,-100.831,-104.678,-101.687,-102.351,-101.367,-100.438,-102.172,-102.102,-100.086,-101.353,-102.371,-101.415,-101.389,-101.413,-100.803,-102.319,-102.437,-102.701,-99.179,-101.423,-101.679,-101.239,-101.329,-101.322,-103.210,-102.552,-100.693,-102.427,-102.007,-102.656,-98.979,-98.597,-99.597,-102.268,-101.888
317.147,104.931,-99.136,-102.676,-100.294,-103.196,-104.394,-101.207,-99.687,-101.988,-102.630,-100.783,-101.370,-102.428,-98.111,-99.841,-103.059,-103.665,-101.734,-101.826,-101.670,-101.676,-103.733,-100.856,-101.872,-101.500,-97.642,-99.533,-100.856,-100.540,-102.481,-98.208,-103.548,-101.168,-100.054,-100.492,-99.907,-102.974,-102.818,-102.427,-100.956,-102.062,-103.019,-98.575,-103.680,-101.032,-103.257,-102.478,-104.032,-104.267,-102.434,-102.952,-102.566,-102.254,-100.206,-101.114,-100.368,-102.511,-100.913,-102.890,-101.382,-101.005,-99.583,-101.618,-101.174,-98.358,-103.876,-100.621,-102.788,-101.795,-102.401,-102.819,-102.582,-102.071,-100.115,-103.430,-100.779,-100.477,-101.858,-104.373,-101.508,-104.175,-104.608,-102.204,-101.686,-102.577,-102.160,-101.000,-101.217,-100.356,-100.110,-98.424,-100.576,-101.066,-101.143,-97.290,-101.419,-101.740,-102.657,-104.167,-102.056,-102.138,-101.785
289.474,104.931,-99.014,-101.305,-100.156,-103.152,-101.814,-101.480,-104.036,-101.856,-101.366,-102.683,-98.241,-101.040,-100.916,-101.743,-101.478,-99.013,-100.268,-101.427,-101.855,-101.529,-104.546,-103.901,-101.707,-102.302,-104.545,-103.315,-101.712,-104.313,-103.272,-101.859,-101.363,-102.223,-98.560,-104.316,-102.288,-101.304,-101.526,-102.532,-103.611,-101.350,-101.924,-100.594,-99.871,-99.979,-105.659,-100.382,-101.062,-102.585,-101.769,-104.849,-101.342,-103.152,-100.885,-102.528,-102.024,-102.385,-101.506,-100.356,-99.572,-101.257,-100.761,-102.211,-103.927,-100.924,-104.617,-104.188,-100.542,-101.325,-102.572,-103.164,-101.108,-101.769,-100.415,-98.858,-101.078,-97.889,-100.889,-101.459,-105.533,-101.633,-103.772,-101.605,-105.206,-103.650,-104.891,-102.970,-104.343,-97.526,-99.071,-103.082,-102.005,-102.744,-100.215,-101.344,-102.286,-101.426,-102.585,-101.778,-102.616,-102.080,-101.726
261.801,104.931,-99.787,-101.909,-102.224,-101.393,-103.837,-101.443,-100.076,-102.891,-104.013,-102.551,-98.807,-99.709,-100.123,-101.574,-99.507,-100.935,-103.985,-101.021,-101.803,-102.357,-100.888,-100.682,-103.230,-98.934,-99.507,-103.426,-98.783,-101.369,-103.163,-101.915,-101.283,-104.742,-101.847,-101.597,-99.445,-100.759,-101.863,-98.154,-100.102,-101.567,-103.974,-100.565,-101.181,-100.999,-102.668,-98.759,-99.512,-102.029,-100.433,-100.218,-100.270,-102.305,-104.625,-99.937,-99.973,-99.713,-99.680,-100.162,-103.793,-102.378,-103.352,-102.342,-102.872,-103.805,-100.774,-101.980,-101.496,-100.635,-102.980,-102.862,-102.646,-100.416,-104.364,-100.837,-100.237,-100.561,-103.530,-102.335,-103.437,-101.082,-102.202,-103.095,-101.790,-100.530,-101.079,-101.362,-103.668,-100.262,-99.650,-100.028,-100.303,-99.855,-100.567,-101.724,-102.615,-102.791,-100.585,-100.090,-101.977,-100.203,-101.369
234.129,104.931,-102.783,-100.173,-99.392,-101.844,-101.697,-104.309,-101.285,-106.126,-101.750,-101.334,-100.337,-103.768,-99.874,-102.046,-99.868,-102.132,-101.705,-99.545,-101.039,-101.677,-102.312,-101.742,-103.245,-100.798,-101.966,-100.589,-101.321,-99.115,-103.615,-101.405,-103.968,-101.389,-102.474,-103.303,-103.275,-101.315,-100.544,-100.346,-102.019,-101.324,-101.882,-100.392,-102.485,-100.891,-100.548,-101.103,-103.290,-101.799,-101.665,-104.474,-100.487,-100.011,-102.084,-100.946,-101.744,-100.670,-103.288,-101.400,-102.300,-99.417,-104.904,-99.265,-102.539,-98.987,-101.420,-100.585,-98.424,-102.120,-102.464,-102.450,-101.607,-100.989,-100.244,-103.095,-101.183,-101.592,-101.063,-101.602,-100.651,-102.490,-102.071,-100.345,-103.020,-102.967,-101.120,-101.446,-102.325,-101.871,-100.045,-102.651,-102.002,-100.360,-101.067,-101.820,-99.175,-100.910,-103.055,-102.068,-101.336,-104.978,-99.735
206.456,104.931,-103.402,-100.799,-100.877,-100.277,-102.003,-100.762,-102.913,-102.039,-103.218,-102.515,-101.168,-97.956,-101.362,-102.101,-102.163,-102.167,-102.492,-100.575,-101.572,-99.647,-101.088,-101.651,-101.598,-102.255,-103.607,-100.308,-101.883,-102.023,-101.081,-99.515,-101.190,-100.070,-101.970,-101.139,-100.060,-104.915,-98.922,-103.607,-103.417,-102.648,-102.400,-102.613,-102.035,-99.477,-99.326,-99.170,-100.012,-101.688,-101.898,-101.696,-102.724,-99.788,-105.068,-102.893,-102.925,-101.935,-104.465,-101.919,-101.651,-102.027,-101.045,-102.456,-101.447,-99.909,-101.857,-102.830,-101.471,-102.659,-103.086,-100.606,-100.606,-103.198,-103.466,-101.438,-102.168,-104.852,-103.320,-103.505,-101.559,-103.536,-103.334,-100.580,-101.124,-101.204,-102.009,-103.565,-103.611,-100.036,-100.454,-99.832,-103.581,-103.644,-101.034,-101.845,-102.617,-101.957,-100.659,-104.001,-102.641,-100.281,-101.854
178.783,104.931,-101.366,-101.691,-99.623,-101.263,-102.150,-101.511,-98.391,-102.268,-101.346,-103.554,-99.728,-100.086,-98.964,-100.508,-101.248,-102.594,-101.544,-104.753,-101.656,-100.274,-104.261,-99.933,-100.631,-99.436,-101.514,-101.411,-101.363,-101.019,-101.817,-99.904,-101.030,-101.595,-100.464,-101.903,-101.841,-100.520,-99.631,-102.231,-101.963,-101.052,-104.142,-100.185,-103.074,-99.601,-103.352,-102.416,-102.374,-100.577,-99.651,-101.049,-100.275,-99.891,-104.320,-101.505,-101.238,-101.431,-102.053,-100.955,-99.876,-99.466,-102.332,-103.751,-100.420,-100.345,-102.873,-100.467,-100.716,-99.925,-100.952,-103.492,-103.012,-99.184,-99.453,-100.810,-102.697,-100.723,-99.854,-101.320,-102.834,-101.347,-104.206,-102.434,-99.210,-101.337,-100.546,-99.198,-99.909,-102.477,-100.226,-101.822,-102.365,-102.664,-100.713,-101.481,-101.969,-101.830,-102.340,-102.159,-101.239,-102.486,-100.951
151.110,104.931,-101.483,-99.207,-100.225,-102.227,-100.717,-101.061,-100.466,-101.336,-100.738,-100.258,-101.534,-102.302,-100.967,-102.426,-101.910,-102.278,-101.468,-100.096,-101.771,-100.630,-103.244,-102.661,-101.189,-100.300,-98.705,-99.268,-103.791,-100.191,-101.131,-100.429,-102.202,-104.972,-103.636,-101.706,-100.583,-101.179,-100.996,-101.449,-101.226,-102.738,-102.943,-99.348,-103.197,-102.092,-101.708,-102.737,-103.999,-99.799,-101.970,-103.394,-102.344,-101.203,-99.614,-102.547,-100.968,-101.587,-99.609,-101.861,-102.564,-102.239,-101.784,-100.820,-102.176,-101.055,-99.290,-101.322,-99.021,-100.759,-102.165,-100.995,-102.049,-102.500,-101.017,-103.210,-104.185,-101.483,-99.562,-101.076,-101.276,-102.515,-100.208,-100.478,-102.788,-100.141,-103.414,-101.979,-102.429,-101.413,-102.474,-101.237,-101.425,-100.090,-99.885,-101.393,-104.017,-104.145,-102.567,-101.780,-98.585,-102.126,-102.509
123.437,104.931,-101.549,-102.064,-101.974,-102.854,-102.147,-104.074,-101.877,-101.391,-102.391,-100.528,-102.890,-103.038,-102.519,-102.302,-102.674,-99.703,-101.290,-101.504,-100.503,-101.478,-100.880,-101.321,-100.547,-100.581,-101.061,-101.116,-101.104,-99.927,-102.078,-100.798,-103.242,-100.392,-101.777,-103.393,-100.392,-102.416,-101.176,-100.619,-101.620,-99.678,-103.508,-100.645,-100.871,-99.626,-104.336,-100.161,-101.237,-99.623,-100.632,-102.666,-101.828,-102.687,-100.829,-98.673,-101.970,-96.625,-98.937,-102.271,-101.091,-101.174,-100.345,-103.307,-103.631,-101.849,-102.507,-100.320,-100.531,-97.903,-102.169,-101.078,-100.701,-100.814,-102.960,-99.482,-100.334,-101.144,-100.028,-101.851,-100.539,-101.231,-101.211,-103.080,-101.448,-101.046,-101.270,-101.335,-101.953,-103.806,-100.000,-100.089,-100.203,-100.169,-100.558,-101.665,-100.999,-100.761,-102.946,-100.057,-101.339,-102.070,-102.324
317.147,111.848,-101.250,-100.816,-103.558,-103.165,-102.276,-100.904,-101.077,-101.153,-103.735,-102.474,-99.260,-100.484,-102.295,-101.470,-100.175,-102.946,-100.558,-101.343,-100.606,-101.745,-99.517,-100.084,-102.989,-102.874,-102.275,-102.494,-101.379,-101.563,-102.770,-101.296,-102.960,-102.443,-102.257,-101.390,-103.384,-100.574,-99.199,-101.485,-101.728,-103.100,-103.032,-101.016,-100.525,-101.124,-103.264,-102.097,-96.430,-103.363,-100.457,-99.992,-102.660,-100.100,-104.940,-99.377,-99.049,-100.070,-100.521,-101.269,-101.043,-101.148,-101.342,-102.423,-101.268,-102.277,-102.712,-100.606,-102.929,-101.159,-101.083,-103.180,-103.408,-101.256,-100.458,-102.109,-99.934,-101.241,-103.078,-101.240,-100.800,-102.913,-99.240,-99.315,-101.910,-102.735,-102.861,-99.254,-100.410,-101.158,-100.251,-99.708,-101.836,-100.801,-101.205,-101.470,-99.975,-99.927,-100.834,-102.634,-101.406,-101.145,-103.661
289.474,111.848,-101.231,-101.000,-98.617,-98.943,-100.683,-100.405,-101.188,-102.443,-101.560,-101.471,-102.294,-102.234,-102.236,-102.086,-102.226,-101.380,-99.962,-103.538,-99.274,-103.828,-102.886,-100.360,-102.610,-102.978,-103.128,-98.830,-99.466,-101.182,-103.354,-101.881,-102.825,-101.938,-101.916,-100.036,-102.835,-101.498,-100.461,-101.028,-103.885,-102.532,-101.231,-101.084,-103.288,-101.012,-100.647,-102.012,-102.268,-101.835,-100.585,-101.266,-99.745,-101.254,-99.935,-101.663,-103.122,-101.875,-100.495,-102.024,-99.985,-99.070,-100.168,-100.778,-103.314,-102.866,-101.697,-102.902,-100.976,-100.180,-100.977,-102.862,-102.332,-98.057,-102.627,-100.335,-99.307,-101.870,-104.495,-104.332,-99.314,-101.690,-101.096,-101.246,-101.701,-104.159,-102.017,-103.708,-102.869,-104.526,-100.734,-99.712,-103.028,-101.333,-103.379,-104.056,-100.933,-103.312,-101.382,-98.458,-101.098,-102.139,-99.816
