PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
261.800,118.770,-101.363,-101.885,-100.848,-102.176,-103.511,-100.852,-100.831,-103.886,-100.826,-101.180,-102.829,-100.955,-102.466,-101.476,-101.748,-102.624,-101.197,-101.453,-100.196,-101.707,-105.452,-102.622,-101.155,-101.052,-100.099,-102.412,-103.079,-103.565,-98.657,-102.754,-103.148,-103.975,-103.713,-103.571,-101.963,-101.342,-101.506,-100.288,-102.222,-103.306,-101.667,-101.584,-100.779,-103.917,-99.107,-100.744,-99.425,-102.958,-101.461,-101.305,-100.390,-100.255,-101.582,-101.738,-103.427,-103.175,-98.006,-102.244,-101.650,-103.974,-100.282,-101.101,-104.175,-101.534,-102.405,-102.210,-100.361,-101.990,-100.998,-102.410,-101.584,-101.379,-103.319,-101.271,-101.748,-103.119,-102.067,-101.144,-103.496,-98.181,-101.994,-101.913,-101.664,-101.207,-102.131,-100.957,-102.334,-102.971,-101.891,-100.628,-102.064,-101.452,-99.592,-100.942,-99.088,-101.578,-101.166,-100.969,-103.266,-103.023,-101.991
317.150,139.520,-101.710,-103.334,-100.498,-102.458,-103.260,-101.225,-102.155,-103.626,-101.556,-100.505,-100.804,-100.725,-100.565,-101.418,-100.086,-100.827,-103.211,-101.913,-97.944,-100.969,-100.322,-102.479,-100.980,-102.010,-101.986,-103.102,-102.090,-106.817,-102.886,-102.815,-102.340,-102.173,-100.088,-101.593,-101.607,-101.282,-101.701,-102.709,-101.630,-102.515,-99.845,-100.816,-101.805,-103.384,-101.191,-106.051,-103.302,-102.633,-100.483,-100.958,-102.317,-101.770,-100.660,-103.581,-102.819,-101.147,-104.587,-99.001,-101.054,-98.835,-103.152,-99.404,-104.331,-101.280,-100.811,-101.036,-100.320,-101.507,-104.011,-102.027,-104.241,-102.969,-102.899,-103.298,-103.207,-101.085,-102.505,-100.549,-102.775,-103.287,-103.843,-101.295,-103.034,-100.665,-101.736,-101.100,-101.830,-99.378,-99.839,-102.419,-101.533,-101.552,-103.476,-102.974,-102.789,-100.701,-98.521,-100.799,-102.202,-100.759,-102.013
178.780,118.770,-100.202,-101.447,-101.122,-100.719,-98.651,-101.004,-101.227,-100.262,-100.931,-102.498,-98.416,-101.310,-101.060,-102.206,-102.560,-100.189,-102.938,-103.136,-104.069,-102.986,-101.259,-101.461,-101.606,-101.445,-103.442,-102.513,-102.639,-101.724,-101.717,-102.718,-100.971,-101.148,-100.690,-103.882,-100.991,-103.625,-102.246,-99.165,-103.400,-102.061,-101.614,-103.747,-100.291,-102.928,-100.927,-102.107,-101.839,-99.177,-102.117,-100.725,-103.565,-101.529,-103.228,-100.938,-103.757,-102.268,-102.999,-102.306,-101.765,-102.738,-100.368,-101.882,-100.789,-101.499,-101.699,-103.452,-98.329,-102.052,-101.500,-98.994,-103.144,-99.804,-100.101,-100.165,-103.014,-101.464,-101.700,-98.051,-103.882,-100.732,-99.787,-103.023,-98.676,-102.067,-104.156,-101.294,-101.427,-100.287,-100.223,-101.252,-102.570,-103.494,-101.048,-102.662,-99.744,-102.317,-102.306,-101.328,-101.806,-102.023,-101.890
151.110,91.100,-101.095,-100.473,-102.782,-101.689,-101.763,-102.323,-101.115,-100.964,-102.799,-102.696,-104.907,-101.705,-100.617,-102.348,-100.688,-102.318,-100.027,-104.464,-100.072,-102.839,-102.377,-99.575,-98.217,-101.592,-102.238,-103.704,-102.047,-100.420,-105.939,-101.345,-102.066,-101.490,-102.069,-101.240,-102.123,-101.134,-101.181,-104.507,-101.395,-101.171,-102.859,-99.824,-101.626,-100.378,-100.837,-101.213,-102.378,-100.265,-101.213,-101.527,-102.766,-102.982,-101.953,-100.530,-101.229,-101.863,-104.734,-102.474,-102.369,-103.466,-100.932,-101.398,-101.307,-102.585,-102.876,-102.623,-100.210,-100.951,-100.421,-102.162,-104.541,-101.597,-100.602,-101.916,-102.702,-99.590,-101.020,-103.320,-100.621,-102.520,-104.274,-101.415,-99.406,-103.498,-100.828,-103.601,-102.266,-100.528,-100.276,-100.367,-102.801,-101.966,-102.149,-102.180,-101.818,-102.078,-103.389,-100.492,-102.153,-102.966,-101.309
317.150,98.010,-102.302,-100.285,-100.363,-101.837,-100.582,-102.702,-97.017,-105.258,-100.973,-101.060,-100.815,-103.379,-102.440,-102.684,-104.059,-101.740,-100.485,-101.935,-103.019,-100.445,-101.964,-100.444,-100.060,-102.070,-99.621,-101.348,-100.381,-103.449,-103.560,-103.558,-101.753,-102.338,-102.569,-101.310,-99.349,-101.591,-102.439,-102.067,-101.927,-100.402,-102.113,-100.066,-102.442,-103.030,-102.190,-99.545,-101.410,-102.333,-102.183,-100.579,-98.840,-99.826,-103.464,-100.127,-101.315,-101.594,-99.850,-103.269,-103.417,-100.152,-101.150,-102.804,-100.632,-103.565,-100.342,-103.612,-101.991,-101.211,-104.213,-101.470,-103.398,-102.276,-101.794,-106.238,-102.754,-102.871,-103.751,-100.169,-101.119,-101.773,-101.056,-101.448,-102.203,-102.725,-102.935,-104.620,-99.735,-101.595,-102.461,-104.797,-102.732,-104.429,-101.209,-101.644,-98.596,-101.938,-103.111,-100.396,-102.475,-102.067,-99.625
289.470,132.600,-102.625,-101.917,-104.395,-103.074,-102.447,-101.417,-101.325,-105.041,-101.836,-102.894,-100.057,-102.901,-101.943,-102.754,-102.526,-102.659,-101.761,-101.820,-101.768,-101.209,-100.619,-104.352,-103.134,-101.203,-103.481,-100.823,-100.390,-101.856,-99.893,-101.415,-100.599,-104.056,-98.418,-100.611,-102.595,-100.538,-100.693,-103.284,-101.498,-104.234,-102.962,-103.081,-103.047,-101.133,-102.808,-101.957,-100.144,-103.484,-99.726,-102.870,-99.567,-101.737,-99.432,-102.034,-102.162,-102.241,-101.450,-99.731,-101.108,-102.417,-102.632,-99.407,-100.606,-99.544,-102.034,-99.463,-102.606,-102.303,-101.238,-99.346,-100.144,-102.231,-101.134,-101.777,-102.322,-101.658,-99.891,-100.792,-101.685,-101.293,-100.984,-103.558,-99.428,-100.198,-101.286,-100.357,-100.280,-101.687,-101.862,-100.906,-100.513,-100.285,-102.052,-102.786,-102.359,-102.249,-102.648,-100.866,-101.911,-100.826,-99.238
123.440,104.930,-102.664,-100.796,-101.864,-101.715,-102.090,-102.309,-101.702,-104.687,-100.632,-102.040,-100.012,-102.932,-101.620,-101.207,-100.729,-103.345,-104.089,-100.144,-99.774,-104.295,-103.118,-101.899,-101.460,-104.596,-102.947,-101.360,-100.048,-100.327,-101.325,-101.737,-100.676,-104.598,-101.794,-100.813,-102.529,-101.399,-99.886,-101.342,-101.629,-102.504,-104.197,-104.877,-99.997,-102.731,-99.618,-101.311,-102.641,-103.552,-100.556,-103.877,-103.025,-102.273,-98.908,-99.222,-101.852,-102.462,-103.126,-100.634,-101.367,-103.802,-100.083,-102.327,-100.695,-100.935,-100.130,-103.265,-103.899,-101.971,-101.791,-99.762,-102.050,-101.909,-102.162,-103.585,-100.435,-100.767,-100.783,-103.110,-102.639,-101.209,-102.476,-102.839,-100.339,-100.055,-99.406,-102.306,-105.158,-99.148,-104.146,-103.457,-102.709,-101.494,-101.142,-100.724,-103.048,-102.236,-102.509,-102.065,-101.655,-103.100,-101.756
289.470,111.850,-101.668,-102.086,-102.071,-99.200,-99.319,-106.032,-101.535,-101.499,-100.307,-102.091,-101.860,-101.207,-102.203,-101.882,-105.521,-100.828,-99.930,-103.556,-100.881,-103.556,-100.656,-100.498,-101.103,-103.679,-101.738,-101.211,-103.310,-101.431,-98.646,-103.827,-100.176,-99.424,-103.402,-99.089,-101.633,-101.613,-100.204,-100.337,-102.616,-100.522,-101.785,-102.198,-101.118,-101.884,-101.099,-102.961,-100.004,-100.619,-99.162,-102.145,-100.565,-100.954,-101.170,-100.833,-102.428,-101.243,-99.750,-101.070,-100.977,-101.566,-102.279,-101.657,-103.225,-100.069,-101.297,-103.543,-103.489,-104.762,-101.271,-104.162,-100.461,-99.109,-100.948,-102.063,-101.951,-102.396,-103.862,-101.512,-101.000,-100.647,-103.064,-103.886,-101.131,-98.585,-102.384,-103.151,-102.539,-101.089,-102.207,-101.866,-102.013,-100.052,-103.097,-102.553,-101.508,-98.371,-100.147,-100.461,-100.893,-101.117,-101.149
206.460,104.930,-98.985,-99.833,-102.231,-99.454,-100.299,-102.862,-102.197,-100.362,-102.813,-101.759,-101.953,-102.944,-102.416,-102.807,-97.984,-101.412,-102.792,-101.232,-103.610,-103.778,-101.512,-98.368,-100.219,-100.964,-101.425,-100.676,-101.102,-102.440,-101.246,-99.933,-100.720,-99.168,-102.585,-103.985,-101.694,-101.212,-100.778,-103.385,-101.539,-103.782,-100.142,-100.712,-101.145,-101.878,-100.958,-101.920,-102.320,-103.914,-100.534,-103.816,-100.337,-99.549,-104.416,-103.180,-99.548,-102.880,-100.666,-104.152,-101.084,-100.419,-103.177,-99.718,-100.491,-100.612,-101.439,-102.882,-102.437,-97.789,-100.929,-103.166,-99.928,-101.033,-100.432,-102.665,-102.964,-101.085,-100.951,-99.236,-102.691,-102.557,-104.394,-103.840,-102.731,-103.297,-102.092,-101.910,-105.956,-100.969,-103.685,-100.994,-101.967,-101.334,-97.876,-100.984,-100.264,-100.941,-101.698,-101.445,-101.818,-100.920,-104.208
178.780,98.010,-100.790,-101.588,-101.961,-101.344,-101.634,-103.147,-102.921,-101.840,-102.661,-102.053,-105.278,-101.347,-99.874,-99.888,-99.300,-101.554,-103.047,-100.762,-99.343,-100.808,-102.339,-99.138,-100.482,-98.229,-100.059,-102.082,-104.368,-102.395,-100.197,-103.707,-101.135,-103.383,-101.868,-100.115,-99.904,-99.836,-102.381,-101.195,-102.351,-100.633,-102.253,-103.383,-101.397,-103.355,-98.556,-101.020,-101.572,-102.999,-101.115,-99.435,-99.700,-102.397,-99.736,-102.503,-101.433,-101.422,-100.817,-102.582,-100.160,-102.738,-104.318,-100.641,-102.531,-100.720,-102.978,-104.089,-103.093,-103.211,-104.637,-99.926,-100.754,-99.661,-99.658,-103.614,-102.327,-101.787,-102.317,-103.689,-100.480,-102.066,-102.138,-103.452,-104.040,-101.745,-101.457,-100.990,-103.467,-101.832,-99.857,-103.080,-100.126,-102.082,-101.815,-104.384,-101.783,-101.772,-103.030,-100.730,-101.233,-101.585,-102.124
151.110,132.600,-103.675,-101.408,-102.245,-103.153,-101.838,-102.744,-104.132,-99.602,-100.773,-103.231,-102.144,-101.894,-103.891,-105.060,-98.875,-102.133,-101.976,-102.109,-102.012,-99.162,-100.389,-101.268,-100.593,-100.023,-103.197,-100.352,-103.389,-101.667,-101.477,-99.557,-102.968,-99.136,-99.374,-103.619,-101.418,-102.227,-102.371,-100.153,-102.794,-103.666,-101.254,-102.112,-100.109,-102.699,-99.857,-102.824,-101.986,-100.022,-99.673,-101.892,-101.012,-100.898,-103.479,-101.156,-101.576,-104.610,-99.949,-103.109,-102.891,-100.554,-99.520,-100.843,-102.972,-98.563,-100.852,-100.957,-101.427,-102.302,-100.379,-101.578,-101.074,-102.239,-101.467,-102.767,-100.928,-103.206,-102.397,-98.959,-101.660,-99.951,-99.955,-101.531,-101.785,-104.589,-103.746,-102.468,-99.999,-103.969,-99.628,-101.240,-101.174,-102.181,-102.384,-101.044,-102.982,-99.878,-101.454,-101.483,-101.903,-101.222,-101.695
151.110,118.770,-101.357,-100.756,-102.833,-100.399,-98.781,-100.493,-101.470,-100.968,-101.870,-98.602,-102.075,-99.384,-101.769,-102.863,-100.514,-101.540,-100.416,-102.693,-101.466,-102.333,-98.780,-102.872,-103.374,-103.210,-100.604,-100.947,-99.524,-102.061,-99.541,-100.259,-100.507,-103.541,-104.820,-100.433,-101.909,-101.974,-101.482,-102.725,-100.456,-101.110,-100.937,-101.532,-100.651,-98.741,-103.007,-101.887,-101.426,-101.199,-100.909,-102.353,-102.329,-103.887,-102.155,-100.282,-101.675,-102.719,-104.451,-102.324,-104.514,-102.635,-101.362,-100.120,-100.346,-101.561,-100.311,-100.905,-102.904,-100.733,-100.888,-103.171,-101.710,-100.169,-100.081,-101.398,-101.371,-100.633,-99.377,-101.054,-103.686,-102.072,-100.758,-101.748,-103.380,-103.768,-101.246,-102.622,-102.208,-101.383,-99.781,-101.193,-101.191,-100.500,-101.206,-101.140,-102.751,-101.423,-102.317,-103.629,-101.694,-102.358,-101.307
261.800,139.520,-100.614,-103.023,-100.732,-103.324,-101.194,-101.372,-100.245,-101.615,-101.633,-101.046,-100.640,-103.590,-101.599,-102.471,-103.050,-99.202,-103.243,-102.143,-101.448,-101.008,-102.411,-100.775,-101.292,-102.003,-99.830,-102.767,-101.289,-102.080,-100.334,-101.636,-102.002,-102.216,-103.117,-101.772,-102.349,-101.859,-100.262,-100.619,-100.754,-99.638,-103.968,-103.482,-101.636,-102.616,-103.020,-101.889,-101.923,-101.052,-99.146,-104.796,-102.818,-101.515,-103.395,-102.378,-99.822,-101.573,-103.549,-102.368,-99.153,-99.754,-102.823,-99.767,-102.432,-103.319,-101.155,-102.089,-102.992,-97.871,-100.703,-103.031,-99.102,-99.829,-103.637,-101.261,-100.196,-102.280,-102.231,-100.966,-101.554,-103.091,-102.155,-103.112,-102.873,-101.086,-104.071,-101.079,-104.353,-102.458,-104.221,-98.583,-102.113,-100.053,-101.027,-102.344,-100.421,-100.649,-99.247,-100.445,-103.869,-104.522,-102.448
261.800,91.100,-104.296,-101.582,-99.951,-99.925,-102.168,-102.056,-102.011,-103.383,-102.654,-101.596,-102.182,-101.993,-100.513,-100.080,-98.879,-101.802,-101.357,-100.914,-102.380,-102.198,-100.000,-97.297,-102.623,-101.626,-100.640,-102.233,-101.033,-101.907,-102.811,-102.247,-100.225,-102.216,-104.319,-98.531,-101.596,-100.426,-101.704,-102.214,-100.865,-102.841,-102.500,-101.494,-101.317,-100.604,-103.158,-99.601,-99.080,-102.942,-101.386,-101.200,-103.860,-102.252,-102.294,-99.941,-100.337,-100.366,-101.084,-98.841,-101.220,-105.077,-99.499,-100.270,-104.307,-102.192,-100.988,-101.638,-98.642,-100.783,-99.224,-103.316,-102.287,-98.298,-98.284,-101.383,-104.012,-100.374,-98.482,-102.334,-103.798,-102.737,-102.694,-99.680,-100.690,-101.167,-100.358,-100.195,-100.530,-102.178,-102.040,-100.332,-103.015,-100.272,-102.435,-100.577,-97.322,-99.726,-103.112,-102.465,-99.633,-103.390,-101.920
234.130,139.520,-101.634,-101.025,-102.121,-102.549,-104.293,-100.423,-101.635,-102.313,-102.049,-101.349,-102.521,-102.990,-100.590,-101.771,-102.414,-104.550,-102.998,-101.608,-99.924,-102.384,-99.772,-102.849,-101.116,-101.708,-101.931,-101.710,-101.917,-102.298,-103.933,-100.582,-102.036,-98.479,-103.144,-101.355,-101.959,-102.293,-100.178,-102.247,-104.452,-100.667,-104.418,-102.701,-101.096,-99.162,-99.706,-103.164,-100.898,-100.392,-103.408,-102.358,-101.593,-101.263,-102.149,-99.903,-101.689,-103.679,-98.936,-103.363,-100.233,-102.507,-102.873,-101.227,-101.520,-103.665,-103.000,-100.569,-103.539,-101.399,-101.899,-101.181,-103.164,-104.185,-100.788,-102.805,-99.041,-99.816,-100.252,-103.495,-99.707,-102.203,-100.968,-101.183,-103.503,-101.206,-100.635,-101.675,-103.974,-102.974,-102.060,-102.986,-101.929,-100.602,-100.256,-100.396,-102.110,-101.372,-101.930,-101.667,-102.627,-102.518,-102.051
234.130,125.680,-102.358,-99.447,-99.525,-100.280,-101.854,-99.612,-101.858,-103.755,-100.835,-103.995,-103.441,-102.218,-103.265,-103.051,-101.264,-102.101,-101.906,-101.334,-101.592,-102.507,-100.697,-99.894,-101.494,-99.544,-103.112,-103.421,-97.543,-103.138,-101.619,-100.649,-100.273,-100.275,-102.476,-99.617,-101.079,-99.196,-101.441,-100.886,-102.811,-100.751,-101.094,-99.438,-101.653,-101.611,-100.714,-102.345,-102.798,-103.566,-101.319,-100.199,-101.314,-101.706,-101.276,-101.686,-102.033,-100.666,-102.774,-99.423,-96.937,-102.296,-101.723,-101.146,-100.366,-101.865,-102.063,-103.919,-102.617,-102.135,-103.665,-102.899,-99.721,-98.951,-103.696,-103.921,-99.777,-100.554,-102.847,-99.510,-102.821,-103.111,-100.775,-102.564,-100.884,-99.337,-100.418,-102.735,-98.435,-102.179,-100.256,-102.249,-99.473,-99.806,-100.185,-103.322,-101.125,-100.582,-102.481,-102.279,-101.508,-100.955,-99.009
