PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,91.097,-101.609,-102.498,-102.603,-102.189,-101.366,-101.672,-101.278,-102.110,-102.235,-100.891,-105.171,-104.536,-102.661,-102.829,-103.772,-100.698,-102.426,-102.555,-101.429,-102.382,-103.187,-100.318,-101.254,-104.297,-102.231,-103.453,-101.556,-99.637,-102.107,-102.926,-102.532,-101.314,-104.065,-102.381,-102.491,-99.331,-102.696,-101.715,-101.265,-100.789,-102.145,-102.274,-103.044,-100.897,-103.526,-103.007,-100.944,-100.554,-102.211,-102.370,-101.406,-100.712,-103.290,-102.231,-102.685,-102.228,-102.088,-104.582,-98.772,-102.231,-101.701,-99.937,-103.808,-99.665,-100.897,-102.141,-102.956,-100.853,-102.637,-101.715,-98.933,-103.573,-102.826,-102.646,-99.437,-100.915,-101.065,-102.991,-100.734,-104.875,-102.113,-103.449,-102.888,-101.255,-98.695,-104.210,-100.995,-102.498,-100.703,-100.545,-100.495,-103.149,-104.282,-99.934,-101.710,-100.210,-100.971,-104.848,-100.278,-100.374,-100.912
209.530,91.097,-103.340,-103.285,-101.331,-103.570,-100.058,-103.715,-101.161,-102.639,-99.886,-100.670,-101.662,-101.570,-102.229,-101.449,-98.522,-99.884,-99.484,-100.837,-102.699,-101.974,-101.862,-102.023,-99.037,-99.753,-99.649,-100.483,-100.185,-102.061,-99.171,-100.029,-103.150,-99.688,-103.498,-101.525,-102.028,-103.709,-100.643,-102.643,-101.584,-101.151,-102.134,-104.655,-100.434,-100.688,-100.796,-102.982,-100.519,-101.285,-100.541,-97.795,-103.352,-103.500,-101.019,-103.526,-101.528,-102.399,-102.694,-101.579,-102.071,-100.552,-101.038,-101.158,-100.072,-100.451,-103.512,-103.040,-101.769,-102.994,-102.441,-100.827,-101.788,-102.914,-102.656,-102.448,-103.864,-102.168,-100.807,-102.427,-102.563,-99.700,-104.482,-100.280,-100.905,-101.664,-103.210,-105.085,-102.701,-99.617,-99.482,-103.698,-98.557,-96.281,-100.428,-102.106,-102.108,-102.968,-103.458,-102.858,-102.073,-101.135,-103.486
295.624,91.097,-101.458,-101.839,-101.969,-101.739,-103.261,-101.569,-104.570,-101.575,-101.250,-100.747,-101.534,-100.452,-101.657,-100.473,-103.299,-101.023,-102.178,-99.303,-99.303,-103.232,-101.254,-102.562,-102.192,-101.237,-106.150,-101.947,-102.904,-99.731,-101.158,-100.687,-101.529,-101.021,-99.624,-103.332,-103.279,-101.501,-103.081,-103.005,-100.003,-100.909,-98.989,-100.608,-98.338,-100.251,-103.480,-99.825,-103.407,-100.668,-103.365,-99.792,-102.571,-100.005,-102.988,-100.934,-100.712,-100.992,-101.226,-99.827,-101.481,-102.789,-104.080,-101.764,-99.983,-100.828,-101.979,-101.400,-99.201,-101.165,-100.118,-100.993,-100.780,-103.290,-101.578,-101.918,-103.607,-100.418,-102.049,-101.091,-101.487,-102.860,-101.340,-102.634,-101.192,-99.577,-102.906,-104.991,-100.800,-101.629,-100.681,-102.988,-100.504,-101.643,-100.614,-100.979,-101.232,-99.873,-103.302,-100.477,-98.498,-105.459,-100.457
123.437,112.617,-101.906,-99.858,-102.050,-101.782,-100.393,-100.738,-101.333,-103.857,-102.904,-101.055,-102.594,-100.523,-100.486,-103.546,-104.123,-103.981,-102.417,-101.218,-101.141,-101.295,-101.056,-102.707,-102.143,-103.005,-101.993,-100.940,-104.333,-98.136,-101.797,-101.766,-100.610,-101.985,-100.866,-101.910,-102.670,-102.809,-100.898,-102.266,-100.025,-98.912,-102.525,-100.933,-102.823,-101.455,-102.013,-101.731,-103.973,-102.009,-102.999,-102.998,-100.168,-101.027,-102.779,-101.837,-102.820,-102.009,-99.656,-100.193,-104.484,-101.948,-102.656,-101.387,-102.009,-103.543,-101.482,-99.948,-102.847,-102.562,-98.709,-101.649,-100.923,-102.502,-98.330,-98.700,-100.479,-102.764,-104.083,-102.812,-99.957,-103.648,-100.608,-97.498,-104.247,-98.427,-102.104,-103.937,-102.559,-100.931,-103.493,-100.386,-102.595,-101.824,-102.996,-104.239,-102.334,-102.081,-98.812,-100.149,-103.023,-102.315,-101.369
209.530,112.617,-102.157,-101.714,-99.998,-102.210,-100.611,-100.804,-101.543,-101.185,-100.408,-100.955,-100.839,-101.244,-102.788,-99.710,-101.857,-101.768,-102.248,-100.667,-100.936,-99.950,-102.402,-101.914,-103.606,-100.258,-101.489,-101.758,-99.511,-103.033,-102.648,-99.209,-101.085,-100.832,-102.110,-104.157,-101.283,-100.738,-102.926,-101.680,-101.464,-101.082,-102.768,-102.493,-101.423,-102.084,-102.493,-100.075,-99.530,-101.685,-101.414,-102.885,-101.845,-104.249,-101.677,-101.893,-100.887,-103.317,-101.315,-101.999,-101.780,-103.336,-101.545,-100.950,-100.947,-102.950,-100.820,-99.485,-103.847,-100.943,-104.128,-101.383,-98.408,-99.970,-101.179,-99.140,-101.544,-101.702,-100.008,-105.107,-101.546,-102.752,-102.359,-102.734,-100.232,-103.093,-101.706,-99.801,-103.625,-100.335,-98.934,-99.344,-101.319,-102.866,-102.427,-102.231,-99.476,-101.872,-101.420,-103.445,-99.208,-101.658,-101.086
295.624,112.617,-102.476,-98.215,-100.474,-101.756,-101.121,-101.811,-101.216,-100.382,-103.055,-102.130,-103.890,-100.529,-100.918,-99.953,-100.640,-101.706,-99.329,-101.529,-100.887,-101.519,-99.546,-103.011,-100.271,-102.256,-102.684,-99.150,-102.176,-100.840,-102.053,-102.582,-100.704,-100.854,-101.686,-101.138,-101.462,-101.131,-103.224,-102.264,-102.296,-103.760,-101.050,-101.278,-103.243,-104.635,-100.288,-103.178,-102.941,-101.669,-102.249,-102.381,-103.858,-101.791,-102.691,-101.678,-100.539,-104.719,-101.073,-101.657,-101.169,-101.750,-102.413,-101.306,-101.539,-104.099,-97.781,-99.529,-101.493,-101.587,-101.405,-100.390,-96.913,-99.926,-100.049,-102.395,-104.044,-99.862,-101.933,-102.795,-101.148,-101.461,-101.061,-101.131,-102.199,-101.987,-101.012,-99.682,-99.353,-103.191,-99.289,-102.717,-99.167,-100.417,-103.009,-103.330,-101.586,-99.477,-99.668,-100.884,-104.804,-101.592,-100.380
123.437,134.137,-100.174,-99.692,-101.923,-100.993,-103.715,-100.396,-99.500,-104.674,-99.474,-103.466,-100.052,-102.134,-102.920,-102.737,-98.642,-100.890,-100.466,-102.278,-102.270,-102.924,-102.450,-100.969,-99.840,-102.564,-105.823,-101.949,-101.973,-103.212,-103.332,-102.673,-102.469,-101.765,-101.731,-101.705,-101.570,-103.385,-100.856,-98.541,-101.030,-101.321,-100.808,-101.265,-100.486,-102.551,-101.204,-102.522,-99.764,-101.746,-100.821,-99.123,-100.949,-101.670,-99.145,-101.752,-101.498,-102.790,-100.341,-102.505,-103.552,-102.394,-103.311,-101.431,-102.934,-99.220,-99.629,-102.503,-104.061,-103.777,-103.101,-105.270,-101.200,-101.417,-103.452,-101.059,-103.229,-100.575,-100.733,-101.924,-100.225,-102.625,-101.013,-100.273,-103.669,-98.593,-100.709,-101.720,-103.282,-102.001,-99.355,-103.539,-103.863,-99.470,-101.513,-102.467,-98.678,-102.374,-98.077,-104.217,-103.352,-102.747,-102.703
209.530,134.137,-101.956,-99.572,-103.255,-101.176,-101.745,-100.047,-100.983,-102.590,-103.622,-100.927,-101.131,-101.708,-100.998,-103.840,-103.015,-103.065,-101.658,-99.198,-101.163,-100.974,-101.779,-100.006,-100.276,-99.587,-99.526,-102.158,-99.801,-102.825,-101.412,-100.516,-100.720,-102.077,-99.420,-103.977,-100.780,-99.328,-102.287,-103.031,-100.921,-100.408,-101.330,-101.530,-99.073,-103.061,-99.437,-101.536,-102.493,-103.515,-102.304,-103.651,-101.585,-101.025,-101.182,-101.831,-101.550,-102.142,-102.320,-100.874,-102.424,-103.531,-100.604,-102.176,-101.291,-101.118,-101.203,-103.321,-103.288,-101.257,-97.856,-101.963,-100.446,-101.670,-103.788,-101.142,-100.530,-100.132,-102.344,-100.777,-103.118,-99.775,-102.280,-103.140,-100.584,-101.108,-100.731,-102.375,-102.101,-101.694,-102.795,-100.751,-100.346,-101.704,-100.140,-102.207,-104.024,-101.830,-103.607,-101.536,-101.091,-101.718,-100.514
295.624,134.137,-101.186,-102.512,-102.606,-100.762,-100.286,-100.911,-100.142,-101.175,-102.927,-103.536,-102.873,-100.132,-102.162,-101.399,-100.706,-101.298,-102.862,-101.871,-102.415,-101.573,-102.092,-100.561,-101.665,-100.655,-103.886,-100.956,-101.070,-101.207,-101.153,-102.584,-100.196,-102.169,-102.044,-101.947,-101.247,-102.948,-102.630,-101.968,-99.410,-99.013,-100.295,-102.193,-103.610,-101.003,-100.928,-100.305,-100.489,-102.090,-100.346,-101.757,-101.133,-102.792,-102.629,-99.636,-101.003,-104.456,-102.594,-100.962,-101.776,-104.375,-103.156,-100.302,-102.075,-101.810,-102.092,-102.372,-101.137,-98.705,-102.047,-101.534,-101.320,-104.609,-103.678,-105.090,-102.136,-100.828,-101.345,-104.191,-102.077,-103.855,-102.698,-99.681,-103.294,-101.847,-101.277,-102.170,-102.314,-101.132,-101.111,-102.022,-104.028,-102.379,-100.746,-100.843,-101.857,-101.374,-102.157,-102.051,-100.007,-100.306,-99.620
317.150,91.100,-103.950,-102.644,-101.624,-103.200,-100.983,-104.790,-103.000,-102.759,-101.092,-103.068,-103.404,-100.803,-99.727,-103.373,-103.175,-101.072,-103.278,-101.859,-102.329,-101.511,-102.478,-105.562,-101.068,-99.565,-104.213,-101.027,-101.937,-102.891,-102.360,-101.609,-103.344,-100.052,-101.434,-99.796,-101.336,-99.117,-104.845,-101.219,-101.617,-103.803,-100.156,-101.808,-100.761,-102.386,-98.800,-101.240,-98.969,-99.761,-101.754,-101.299,-101.732,-103.568,-101.494,-100.681,-101.795,-99.530,-99.872,-102.903,-101.367,-99.910,-101.636,-99.082,-102.041,-100.890,-102.254,-101.207,-101.736,-103.176,-103.025,-101.525,-102.425,-101.142,-100.551,-100.688,-99.316,-101.720,-99.957,-102.899,-103.336,-102.208,-103.254,-103.513,-101.782,-103.316,-101.537,-101.613,-104.243,-101.876,-102.900,-102.551,-102.198,-102.651,-99.016,-101.570,-100.125,-104.097,-102.135,-104.882,-101.954,-101.162,-99.735
