PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,91.097,-100.174,-100.307,-98.227,-102.274,-99.438,-100.689,-98.562,-99.756,-100.638,-102.061,-103.315,-102.334,-102.206,-100.371,-97.524,-101.597,-98.036,-98.687,-101.845,-101.157,-102.443,-102.360,-100.175,-101.099,-100.933,-99.834,-101.260,-99.500,-102.320,-99.626,-101.671,-99.744,-100.955,-99.897,-98.335,-100.465,-102.816,-101.783,-102.433,-101.752,-100.913,-103.789,-101.208,-99.129,-102.106,-100.162,-100.831,-99.149,-101.070,-100.401,-100.838,-98.158,-101.306,-100.809,-99.151,-98.757,-99.541,-99.241,-102.999,-101.466,-99.938,-102.067,-103.775,-99.752,-99.592,-100.708,-102.491,-99.855,-100.889,-100.394,-100.811,-100.983,-103.434,-101.239,-100.651,-100.620,-101.597,-98.564,-98.431,-103.277,-101.195,-100.374,-102.338,-100.444,-100.556,-101.766,-101.068,-100.746,-100.828,-100.501,-101.320,-101.880,-101.269,-101.676,-98.585,-101.238,-101.730,-100.158,-100.322,-100.289,-100.253
178.783,91.097,-103.096,-97.831,-103.285,-101.409,-99.807,-101.889,-100.399,-100.979,-98.479,-102.510,-100.737,-101.967,-101.787,-102.792,-99.075,-99.257,-99.719,-100.932,-101.231,-101.988,-101.191,-99.423,-103.297,-102.743,-97.863,-98.977,-103.696,-100.041,-100.655,-100.552,-101.537,-100.428,-103.508,-99.174,-102.077,-101.671,-100.589,-99.553,-100.800,-101.392,-102.235,-98.061,-102.888,-101.534,-99.918,-102.520,-100.236,-101.392,-102.611,-101.550,-103.391,-98.772,-98.963,-98.285,-99.518,-99.056,-100.776,-100.351,-99.749,-101.384,-99.931,-102.075,-100.323,-99.467,-98.820,-101.124,-102.427,-101.461,-99.363,-102.676,-102.530,-98.809,-100.078,-100.223,-98.609,-101.545,-99.433,-102.217,-102.143,-101.808,-99.725,-100.112,-102.788,-101.881,-102.628,-98.676,-103.577,-98.135,-101.656,-99.940,-100.683,-102.234,-100.117,-101.403,-101.201,-99.097,-101.181,-101.647,-102.399,-102.202,-100.087
234.129,91.097,-99.671,-99.359,-100.401,-101.383,-98.380,-100.269,-100.200,-103.238,-100.696,-99.518,-99.819,-101.700,-101.348,-99.118,-100.488,-100.718,-100.851,-101.443,-101.251,-101.574,-100.547,-101.717,-100.908,-99.390,-100.623,-101.098,-100.260,-100.856,-99.865,-99.803,-101.387,-101.241,-100.081,-99.549,-99.065,-100.013,-101.878,-99.516,-101.279,-98.859,-97.836,-100.107,-101.166,-100.429,-100.100,-98.506,-100.871,-99.477,-99.291,-100.066,-101.240,-99.268,-97.583,-99.896,-99.741,-101.179,-98.911,-98.073,-100.734,-102.780,-98.210,-101.304,-101.706,-99.930,-99.833,-102.035,-99.106,-99.126,-97.878,-101.075,-100.929,-101.161,-102.899,-102.453,-101.202,-101.904,-102.125,-98.925,-99.096,-103.069,-99.721,-101.304,-100.356,-101.313,-100.410,-100.040,-103.350,-99.736,-101.391,-101.864,-103.315,-98.520,-102.191,-100.040,-103.420,-98.220,-101.244,-101.694,-101.091,-102.564,-99.477
289.474,91.097,-103.949,-100.535,-102.239,-101.601,-101.364,-101.540,-100.064,-102.635,-99.048,-101.205,-100.425,-101.235,-99.304,-99.974,-100.979,-100.797,-101.595,-101.195,-100.312,-100.989,-98.318,-101.980,-100.068,-101.665,-101.109,-100.096,-98.340,-101.500,-101.573,-100.925,-101.935,-99.562,-99.793,-100.941,-99.194,-103.123,-98.796,-99.179,-100.533,-100.424,-102.732,-99.358,-100.624,-99.550,-100.214,-99.980,-101.160,-102.809,-99.154,-102.423,-99.222,-99.085,-102.050,-101.430,-102.118,-100.931,-100.926,-98.966,-98.220,-103.848,-103.586,-99.111,-101.716,-101.394,-100.908,-101.316,-100.695,-101.235,-97.690,-101.797,-99.771,-101.678,-100.468,-103.153,-99.217,-103.027,-101.336,-99.891,-100.344,-101.778,-102.289,-102.664,-101.476,-100.171,-100.286,-102.176,-99.062,-98.976,-100.352,-101.790,-103.329,-100.565,-101.888,-100.825,-102.537,-100.313,-100.415,-100.653,-99.598,-101.721,-102.128
123.437,104.931,-100.778,-102.895,-100.184,-101.711,-101.432,-101.512,-103.066,-100.830,-100.039,-100.098,-101.010,-98.808,-100.423,-101.405,-99.914,-99.317,-100.913,-100.768,-101.301,-102.291,-98.922,-99.913,-102.014,-100.402,-101.296,-102.116,-101.612,-100.087,-102.448,-99.506,-101.431,-100.534,-100.516,-102.888,-99.868,-100.254,-100.657,-101.791,-99.595,-101.567,-101.390,-101.051,-99.682,-100.493,-104.661,-100.032,-101.318,-101.637,-99.234,-98.910,-102.902,-100.625,-98.113,-96.961,-99.974,-101.149,-101.283,-99.224,-99.656,-102.008,-101.201,-101.057,-99.317,-101.816,-101.645,-100.983,-98.555,-98.369,-99.265,-101.844,-102.204,-102.249,-97.701,-99.409,-99.645,-98.856,-99.770,-100.925,-100.454,-104.173,-102.056,-99.558,-102.080,-101.314,-99.153,-98.183,-100.030,-100.876,-100.615,-98.512,-102.376,-99.221,-102.218,-102.150,-100.245,-101.339,-99.965,-98.650,-102.742,-101.139,-100.707
178.783,104.931,-99.580,-100.731,-101.917,-102.312,-100.471,-100.443,-100.561,-99.970,-101.517,-101.571,-100.684,-101.195,-100.506,-101.774,-100.714,-101.471,-101.562,-100.738,-102.630,-99.131,-98.735,-101.170,-98.864,-103.013,-100.892,-101.044,-100.404,-101.687,-100.317,-102.617,-98.670,-98.298,-103.302,-101.682,-99.978,-100.421,-99.670,-99.365,-99.845,-100.975,-99.010,-100.405,-102.890,-102.043,-98.680,-100.375,-99.565,-100.847,-99.156,-100.655,-97.757,-103.185,-98.587,-100.985,-104.029,-100.094,-103.955,-100.020,-98.990,-102.744,-100.664,-102.031,-101.327,-99.448,-100.487,-100.672,-101.336,-103.542,-101.365,-102.635,-99.787,-100.516,-101.276,-99.822,-101.649,-101.700,-101.681,-99.306,-99.408,-99.221,-102.015,-97.385,-100.816,-101.401,-96.832,-101.598,-99.168,-101.470,-101.434,-101.924,-101.143,-100.559,-102.554,-101.102,-101.854,-101.292,-102.933,-101.342,-101.234,-101.217,-101.060
234.129,104.931,-99.388,-102.057,-101.468,-101.467,-102.340,-99.006,-100.640,-102.248,-101.243,-101.522,-102.113,-103.313,-101.951,-98.346,-98.362,-102.255,-100.424,-98.964,-99.172,-101.227,-99.681,-101.059,-102.218,-103.112,-101.642,-98.116,-100.857,-98.321,-100.311,-101.658,-100.784,-100.494,-102.343,-102.145,-100.855,-101.128,-99.225,-101.759,-101.483,-103.247,-100.378,-98.431,-102.171,-102.138,-100.744,-99.680,-101.519,-102.043,-99.556,-101.460,-100.017,-102.171,-101.439,-100.536,-102.400,-101.864,-99.895,-101.356,-100.620,-101.381,-100.431,-98.838,-101.609,-100.043,-99.933,-101.349,-100.370,-99.981,-100.780,-102.793,-101.769,-102.488,-99.772,-100.798,-100.101,-101.683,-102.721,-100.316,-102.607,-101.542,-98.570,-102.026,-102.035,-100.577,-101.373,-100.729,-99.730,-101.372,-100.565,-100.905,-101.630,-98.960,-101.096,-102.244,-101.790,-101.702,-101.428,-100.718,-103.034,-101.999,-100.861
289.474,104.931,-96.785,-100.137,-100.799,-102.945,-100.714,-103.271,-101.790,-100.964,-100.600,-100.289,-102.607,-102.301,-99.393,-98.589,-100.402,-100.683,-101.912,-102.007,-98.449,-99.406,-99.707,-101.119,-97.752,-100.057,-100.783,-98.570,-98.923,-101.731,-100.663,-101.715,-98.554,-101.535,-101.757,-100.132,-102.007,-101.622,-102.239,-101.845,-102.045,-99.115,-100.735,-99.828,-103.639,-101.737,-99.388,-98.979,-102.751,-100.107,-100.270,-101.019,-101.636,-99.504,-100.855,-101.575,-102.125,-102.708,-101.109,-102.148,-102.659,-101.656,-99.392,-101.192,-102.611,-102.906,-100.492,-101.312,-98.950,-102.104,-101.372,-100.488,-100.011,-100.115,-101.528,-101.790,-99.168,-99.014,-101.755,-101.787,-98.793,-99.996,-101.969,-101.914,-99.107,-102.358,-100.736,-101.620,-102.225,-100.938,-102.368,-102.073,-101.999,-102.525,-100.407,-100.863,-100.373,-101.293,-102.603,-101.725,-100.273,-103.478,-100.418
123.437,118.766,-100.339,-100.463,-98.178,-101.553,-98.692,-101.512,-103.602,-102.630,-100.703,-100.989,-98.713,-100.382,-100.977,-100.442,-99.553,-99.897,-102.061,-98.930,-101.403,-102.942,-100.704,-99.787,-100.457,-101.363,-101.180,-100.763,-100.869,-100.709,-99.834,-102.112,-101.379,-100.645,-100.616,-96.209,-103.469,-101.882,-100.384,-103.779,-99.643,-101.335,-99.985,-96.840,-99.108,-101.803,-101.006,-100.879,-100.568,-100.547,-100.815,-102.142,-102.329,-101.659,-100.624,-102.928,-100.591,-101.554,-103.196,-101.772,-104.967,-99.780,-102.407,-99.516,-101.460,-100.851,-100.807,-100.076,-99.105,-97.990,-100.428,-100.669,-101.206,-101.699,-100.820,-99.930,-100.990,-100.755,-101.221,-102.062,-100.204,-100.856,-100.739,-102.899,-101.189,-101.865,-101.833,-100.460,-102.117,-103.345,-101.675,-100.870,-102.047,-100.502,-100.073,-99.570,-100.066,-100.339,-103.223,-101.484,-100.560,-102.086,-100.558
178.783,118.766,-101.659,-101.733,-101.097,-101.547,-99.628,-101.125,-100.913,-98.715,-100.897,-99.133,-101.325,-103.471,-98.668,-100.403,-100.134,-103.406,-101.424,-102.233,-101.339,-98.925,-101.538,-101.810,-101.125,-98.005,-101.984,-99.380,-102.649,-100.894,-101.801,-100.341,-102.125,-101.764,-98.053,-100.023,-100.787,-100.147,-102.220,-103.546,-102.104,-101.779,-100.538,-101.031,-100.568,-99.420,-101.490,-100.700,-99.465,-103.164,-100.803,-102.370,-98.474,-100.786,-101.589,-102.760,-103.027,-98.324,-101.007,-98.102,-99.356,-102.101,-99.477,-100.617,-100.926,-100.053,-100.517,-101.171,-101.110,-102.298,-101.539,-101.780,-101.229,-101.781,-104.100,-100.311,-100.586,-99.535,-99.777,-103.340,-101.684,-102.149,-100.089,-98.482,-100.686,-99.129,-99.536,-100.138,-99.966,-99.452,-101.115,-102.459,-102.874,-101.088,-100.022,-97.756,-101.855,-101.316,-99.507,-101.045,-100.294,-102.562,-102.904
