PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,91.097,-101.535,-102.307,-101.122,-100.905,-102.354,-102.904,-101.270,-101.102,-99.572,-100.743,-100.793,-102.403,-100.930,-102.503,-103.353,-100.896,-102.233,-101.417,-100.621,-101.542,-100.605,-102.197,-104.735,-102.276,-102.305,-102.283,-101.251,-101.298,-101.656,-103.327,-102.569,-103.039,-102.326,-100.711,-102.197,-103.394,-101.680,-100.256,-103.798,-101.174,-103.367,-101.521,-100.581,-97.411,-102.476,-102.339,-101.512,-99.683,-101.406,-102.893,-102.646,-96.678,-103.188,-100.344,-101.041,-99.232,-101.462,-100.738,-100.600,-101.606,-100.138,-102.305,-101.339,-99.297,-98.928,-98.578,-103.226,-100.246,-101.837,-99.986,-102.761,-100.102,-101.706,-102.459,-102.422,-102.526,-100.506,-100.784,-101.988,-99.778,-103.129,-100.194,-99.634,-102.312,-103.684,-99.930,-100.747,-102.662,-103.374,-100.050,-99.734,-102.203,-99.281,-101.509,-100.021,-101.497,-102.776,-99.632,-98.714,-100.059,-103.872
144.960,91.097,-101.362,-102.042,-102.394,-99.914,-103.479,-100.897,-100.763,-100.331,-101.485,-101.099,-102.645,-102.989,-101.427,-102.119,-101.352,-104.477,-103.225,-100.183,-100.925,-103.229,-103.069,-103.209,-101.429,-101.247,-100.659,-102.643,-100.619,-103.538,-102.913,-101.787,-104.432,-101.353,-101.786,-100.354,-99.824,-99.245,-101.343,-100.321,-102.588,-101.554,-102.056,-101.928,-99.957,-102.678,-100.481,-102.874,-102.648,-101.625,-99.634,-100.406,-102.001,-101.238,-101.247,-101.373,-103.109,-102.246,-101.280,-102.170,-102.220,-101.663,-99.873,-101.580,-104.439,-99.842,-100.090,-101.198,-101.797,-102.663,-101.258,-101.221,-100.577,-100.131,-103.313,-99.199,-99.384,-101.640,-103.380,-102.655,-101.233,-99.162,-102.168,-102.077,-98.359,-104.296,-102.251,-102.320,-104.032,-102.050,-100.884,-102.071,-101.392,-103.220,-103.254,-103.093,-100.832,-103.306,-99.022,-102.924,-100.996,-100.452,-101.655
166.484,91.097,-101.164,-101.970,-102.855,-100.186,-102.606,-101.703,-100.699,-101.369,-102.235,-102.262,-102.432,-101.333,-104.289,-101.981,-100.520,-101.425,-101.221,-102.519,-103.280,-100.760,-101.305,-99.782,-101.814,-99.263,-103.646,-100.236,-103.082,-101.130,-99.774,-101.688,-102.654,-100.641,-101.319,-101.851,-101.294,-100.640,-101.536,-99.101,-101.031,-100.470,-102.668,-100.589,-100.076,-102.875,-99.708,-101.127,-98.147,-101.683,-101.987,-104.044,-101.485,-101.543,-101.598,-99.393,-101.737,-103.904,-102.041,-101.622,-101.832,-97.240,-101.652,-102.114,-102.657,-100.808,-101.175,-100.904,-103.633,-99.159,-97.341,-101.811,-102.122,-101.613,-103.246,-102.995,-100.975,-101.414,-101.774,-102.414,-101.278,-102.558,-101.094,-101.055,-100.400,-100.831,-102.738,-99.441,-99.450,-101.952,-101.594,-103.078,-104.244,-100.296,-101.990,-101.672,-100.632,-101.436,-99.868,-100.287,-102.409,-103.838,-102.041
188.007,91.097,-102.939,-99.157,-100.016,-100.799,-102.357,-103.235,-101.286,-101.900,-102.466,-101.314,-100.239,-101.576,-100.807,-100.390,-101.066,-101.269,-101.255,-100.187,-102.899,-100.159,-101.921,-99.936,-103.639,-101.416,-100.665,-102.456,-102.384,-101.891,-104.143,-101.743,-103.138,-97.540,-101.098,-100.911,-102.875,-102.501,-101.548,-102.182,-102.699,-101.170,-104.070,-102.008,-104.279,-100.417,-101.541,-101.267,-100.107,-100.567,-99.846,-99.742,-100.132,-102.196,-102.565,-100.745,-102.795,-100.920,-98.438,-100.897,-101.817,-101.839,-102.178,-102.045,-101.562,-102.292,-103.378,-102.929,-102.494,-101.430,-101.478,-99.651,-102.445,-101.074,-98.919,-101.373,-103.682,-100.639,-101.445,-102.936,-100.682,-103.057,-102.845,-100.873,-99.110,-102.646,-101.633,-100.790,-100.937,-100.511,-99.163,-103.102,-101.588,-100.850,-100.199,-102.060,-103.324,-99.845,-100.263,-99.873,-102.850,-102.584,-100.536
209.530,91.097,-101.594,-101.496,-104.414,-102.887,-100.176,-101.408,-100.960,-100.945,-101.397,-100.923,-100.918,-102.659,-99.942,-98.793,-102.896,-102.790,-101.621,-100.780,-101.460,-101.987,-101.256,-100.882,-99.344,-103.497,-97.881,-102.144,-100.831,-100.113,-100.096,-101.390,-100.868,-97.918,-100.393,-99.685,-100.685,-101.939,-103.025,-101.712,-101.708,-101.763,-100.876,-97.811,-100.992,-100.257,-101.721,-102.719,-104.688,-102.364,-97.912,-104.670,-100.665,-101.908,-102.874,-101.912,-101.793,-99.610,-102.843,-100.695,-100.473,-100.989,-99.367,-103.240,-99.791,-98.993,-100.560,-102.093,-101.220,-100.342,-101.479,-102.258,-100.774,-103.763,-102.867,-102.225,-101.648,-101.198,-101.705,-101.561,-102.303,-101.654,-102.763,-100.965,-98.374,-100.589,-102.309,-103.363,-101.811,-101.576,-99.706,-102.145,-102.734,-102.023,-103.696,-100.693,-100.230,-101.580,-99.533,-103.055,-100.885,-103.673,-100.879
231.054,91.097,-102.150,-100.764,-100.140,-101.239,-99.435,-103.707,-103.138,-102.099,-101.315,-102.864,-101.631,-101.826,-100.199,-101.416,-100.653,-99.241,-102.489,-105.189,-98.402,-102.060,-103.285,-99.478,-99.784,-98.907,-100.526,-100.250,-101.865,-103.370,-102.421,-100.712,-99.986,-101.211,-100.630,-100.499,-101.319,-101.156,-99.980,-101.653,-101.306,-102.765,-101.237,-100.501,-101.978,-100.377,-103.490,-100.563,-103.655,-103.453,-100.146,-100.530,-102.260,-99.585,-98.904,-98.825,-100.590,-101.549,-102.957,-101.201,-99.706,-101.821,-99.541,-101.269,-100.833,-99.830,-103.159,-101.028,-102.825,-101.925,-101.029,-98.236,-104.377,-102.534,-101.932,-101.356,-103.372,-98.640,-98.700,-102.843,-102.292,-101.483,-102.677,-103.164,-101.407,-99.846,-102.536,-101.444,-101.942,-103.729,-100.492,-101.282,-101.035,-101.732,-103.828,-102.003,-101.774,-100.098,-103.904,-101.677,-102.043,-102.928,-104.042
252.577,91.097,-101.303,-104.755,-101.566,-99.483,-102.813,-103.238,-104.078,-103.353,-101.362,-101.957,-102.800,-102.209,-101.006,-101.039,-101.121,-100.558,-101.875,-99.319,-100.222,-101.270,-101.897,-101.910,-101.782,-100.359,-103.216,-101.986,-102.161,-103.861,-103.519,-102.355,-100.032,-103.028,-99.406,-103.058,-101.989,-100.927,-101.642,-98.674,-100.499,-104.183,-101.574,-100.253,-100.928,-100.115,-101.695,-100.737,-101.113,-102.537,-103.003,-99.995,-101.322,-98.619,-101.614,-99.842,-102.440,-103.154,-101.924,-100.552,-101.087,-100.984,-101.201,-102.190,-102.177,-100.781,-102.339,-101.356,-100.856,-103.418,-104.955,-104.100,-101.275,-102.394,-103.057,-100.664,-102.508,-100.998,-101.121,-103.374,-103.415,-100.662,-100.849,-102.022,-104.121,-99.090,-101.310,-100.428,-101.989,-101.429,-102.695,-99.930,-100.888,-103.005,-101.363,-101.520,-103.660,-101.663,-102.873,-104.680,-102.026,-99.163,-100.045
274.100,91.097,-99.474,-102.386,-101.843,-101.925,-100.867,-100.337,-101.607,-102.204,-100.846,-98.806,-101.569,-101.093,-102.293,-99.788,-102.821,-100.791,-102.159,-101.111,-100.216,-99.438,-98.329,-100.676,-102.417,-100.651,-100.396,-102.132,-102.072,-98.130,-101.386,-102.530,-103.682,-102.636,-104.112,-99.152,-102.614,-101.768,-101.733,-101.832,-99.776,-101.719,-103.651,-102.016,-100.980,-101.708,-101.400,-102.978,-102.828,-100.575,-100.620,-101.886,-101.554,-102.240,-103.029,-103.644,-102.152,-103.234,-101.067,-103.679,-103.107,-101.873,-101.876,-99.121,-99.751,-100.279,-101.423,-99.348,-99.171,-101.496,-101.093,-101.901,-103.013,-101.248,-103.627,-97.906,-101.197,-102.853,-100.781,-101.928,-99.318,-101.294,-102.702,-100.242,-101.138,-100.959,-101.367,-101.167,-102.226,-101.642,-100.094,-102.089,-100.646,-100.720,-99.647,-102.670,-101.922,-101.151,-101.439,-100.298,-101.066,-104.161,-100.305
295.624,91.097,-102.050,-101.620,-100.393,-101.314,-98.108,-102.316,-100.145,-102.476,-102.708,-98.595,-101.340,-100.864,-101.496,-101.295,-103.943,-100.011,-99.221,-103.257,-101.232,-99.304,-101.667,-102.426,-100.547,-100.942,-103.877,-99.726,-102.961,-102.368,-102.315,-101.274,-99.137,-101.125,-100.816,-100.811,-99.160,-98.328,-101.864,-100.695,-102.479,-102.454,-101.823,-100.543,-100.652,-99.286,-101.966,-102.360,-99.502,-100.104,-99.651,-101.686,-100.401,-101.086,-103.928,-100.734,-99.667,-98.918,-100.757,-101.242,-100.641,-101.702,-101.105,-103.970,-102.484,-103.695,-101.650,-103.868,-101.361,-99.909,-101.375,-101.728,-101.411,-101.444,-98.545,-100.456,-103.272,-103.090,-101.782,-99.881,-100.651,-99.786,-99.627,-102.838,-104.483,-104.479,-104.294,-101.385,-100.498,-99.319,-104.235,-101.922,-101.153,-100.686,-101.302,-102.663,-100.446,-102.764,-100.773,-102.175,-100.592,-100.719,-101.215
317.147,91.097,-101.230,-102.846,-100.661,-101.457,-98.427,-100.633,-103.724,-101.028,-102.152,-101.294,-100.202,-102.951,-99.382,-103.148,-104.993,-102.016,-100.927,-100.426,-103.097,-101.725,-100.947,-100.308,-103.314,-100.874,-100.265,-103.579,-98.809,-101.416,-104.199,-100.996,-103.796,-100.866,-101.865,-104.683,-101.995,-101.489,-102.749,-103.572,-104.927,-102.497,-99.851,-100.361,-100.575,-101.567,-102.233,-100.586,-103.358,-101.839,-100.640,-102.214,-101.449,-103.858,-103.853,-102.678,-103.277,-100.912,-100.561,-101.351,-102.491,-98.693,-100.293,-106.295,-101.714,-98.802,-101.595,-101.715,-102.905,-101.625,-101.447,-101.662,-102.567,-101.128,-102.426,-101.259,-101.135,-99.012,-102.929,-101.053,-101.904,-101.121,-100.134,-99.776,-104.106,-101.802,-102.132,-102.127,-100.600,-101.608,-101.583,-100.547,-101.921,-103.015,-102.404,-102.898,-102.554,-102.133,-101.369,-100.936,-101.888,-100.324,-101.502
