PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
123.437,91.097,-101.884,-100.392,-102.254,-102.430,-101.629,-100.772,-102.297,-99.927,-100.137,-96.706,-96.723,-100.136,-100.750,-97.326,-101.792,-101.396,-102.337,-99.762,-101.116,-101.962,-102.031,-101.812,-100.376,-100.116,-98.684,-102.387,-102.586,-100.892,-100.335,-103.447,-100.902,-100.902,-101.975,-102.763,-101.504,-103.540,-103.044,-100.418,-103.402,-101.443,-99.816,-102.861,-101.187,-101.218,-101.714,-101.292,-101.949,-100.735,-102.344,-102.471,-101.412,-103.206,-101.547,-99.824,-103.433,-104.193,-101.329,-100.253,-104.253,-104.111,-104.706,-102.196,-100.731,-101.608,-101.333,-102.621,-101.227,-102.541,-101.800,-99.628,-102.623,-101.281,-102.963,-100.200,-100.216,-98.542,-103.329,-103.345,-99.826,-100.599,-102.435,-101.319,-99.702,-100.968,-103.416,-102.364,-103.218,-103.439,-98.928,-100.688,-101.996,-101.336,-100.057,-100.959,-100.180,-101.848,-102.378,-101.839,-98.164,-99.041,-100.019
164.218,91.097,-102.477,-100.378,-102.874,-100.410,-100.948,-100.224,-99.923,-102.246,-100.909,-100.381,-101.967,-100.208,-100.128,-99.528,-100.224,-103.204,-100.673,-103.170,-101.155,-102.674,-99.123,-102.839,-100.778,-102.137,-100.496,-101.090,-101.327,-99.587,-103.171,-101.076,-101.892,-101.833,-102.278,-102.044,-101.099,-103.285,-101.808,-102.080,-101.893,-101.874,-103.835,-100.545,-101.015,-103.149,-103.720,-104.286,-100.087,-101.407,-102.314,-101.648,-101.305,-102.226,-101.999,-100.653,-103.165,-104.527,-102.245,-99.413,-101.523,-101.587,-101.198,-99.796,-105.732,-101.649,-101.172,-104.152,-101.043,-97.287,-100.478,-97.185,-100.633,-102.314,-101.976,-100.194,-102.467,-101.463,-103.460,-102.342,-102.054,-100.093,-102.167,-101.797,-101.311,-102.683,-101.250,-99.488,-99.565,-102.603,-101.565,-100.327,-100.217,-102.671,-102.184,-100.331,-102.198,-100.296,-100.496,-98.156,-103.063,-102.284,-101.769
204.999,91.097,-102.241,-101.591,-99.455,-102.796,-101.024,-100.953,-101.276,-101.421,-103.315,-101.019,-101.833,-102.041,-100.080,-98.714,-100.365,-100.636,-103.719,-100.510,-99.919,-101.975,-101.483,-101.857,-99.793,-99.246,-99.711,-102.187,-101.623,-101.497,-101.756,-100.783,-100.669,-100.539,-102.656,-101.970,-99.836,-100.558,-100.876,-100.204,-101.906,-100.609,-103.704,-100.191,-102.414,-103.901,-101.794,-103.252,-100.964,-99.602,-102.351,-104.673,-101.615,-103.437,-101.242,-101.186,-100.590,-101.989,-98.969,-101.013,-104.610,-102.023,-101.097,-103.015,-102.426,-98.449,-102.602,-100.490,-101.203,-101.463,-100.303,-102.265,-103.329,-99.837,-103.268,-102.445,-100.477,-103.060,-102.533,-100.070,-101.532,-100.439,-103.567,-102.160,-99.392,-100.133,-98.821,-102.882,-102.013,-100.726,-103.127,-101.197,-102.870,-100.241,-102.577,-102.250,-103.427,-99.606,-103.477,-100.004,-101.083,-101.585,-100.883
245.780,91.097,-102.225,-100.110,-98.788,-102.890,-101.336,-102.796,-100.675,-102.825,-102.946,-99.691,-104.269,-98.854,-101.457,-102.408,-101.684,-101.035,-102.863,-102.220,-101.310,-103.076,-101.754,-103.689,-101.250,-101.167,-102.206,-100.538,-102.157,-102.744,-104.203,-100.650,-100.115,-102.340,-99.947,-101.607,-101.017,-102.450,-101.529,-102.198,-103.824,-101.781,-101.023,-101.026,-101.046,-102.759,-100.826,-99.976,-101.199,-101.654,-101.834,-102.141,-102.268,-101.074,-103.222,-101.835,-101.787,-99.911,-102.259,-102.090,-101.743,-99.937,-100.925,-101.507,-102.756,-101.851,-102.796,-100.959,-101.450,-102.117,-101.891,-104.227,-102.348,-102.142,-102.820,-102.195,-102.217,-101.236,-101.793,-101.567,-103.144,-100.802,-101.557,-101.286,-101.871,-104.324,-100.479,-100.025,-101.532,-100.804,-104.211,-100.263,-98.426,-101.458,-99.780,-101.455,-102.428,-99.966,-103.641,-103.548,-101.366,-100.897,-101.567
286.561,91.097,-104.350,-102.783,-101.066,-100.721,-102.269,-101.294,-101.417,-100.765,-101.627,-101.779,-103.111,-101.392,-100.804,-102.931,-102.931,-102.154,-101.245,-100.359,-103.026,-102.784,-103.474,-99.670,-101.332,-101.996,-102.495,-104.539,-104.574,-101.607,-99.815,-104.131,-101.269,-101.047,-100.770,-103.456,-101.754,-101.253,-99.966,-101.520,-101.437,-102.501,-104.083,-102.003,-100.797,-99.547,-100.529,-102.184,-102.546,-102.652,-103.140,-104.278,-102.994,-102.407,-99.892,-103.878,-101.687,-100.464,-100.129,-102.248,-102.975,-100.480,-102.197,-99.669,-100.956,-98.938,-101.168,-102.268,-99.069,-102.587,-99.024,-98.988,-101.968,-100.285,-103.799,-101.840,-100.362,-99.472,-101.870,-101.043,-102.763,-99.747,-103.097,-101.333,-101.569,-101.804,-99.976,-100.060,-101.576,-103.081,-102.968,-103.145,-102.159,-102.629,-101.822,-100.080,-100.068,-101.503,-103.458,-102.404,-103.193,-100.460,-100.852
123.437,101.290,-102.538,-99.718,-101.517,-102.804,-103.257,-100.562,-101.786,-100.022,-102.650,-102.251,-102.127,-103.398,-102.005,-102.267,-100.731,-100.739,-102.693,-103.354,-102.642,-102.578,-102.006,-99.375,-99.581,-99.231,-100.034,-102.498,-100.241,-98.520,-103.765,-102.055,-101.636,-99.702,-100.510,-101.653,-102.017,-101.254,-102.226,-102.891,-103.001,-100.475,-101.494,-100.611,-100.698,-100.795,-100.744,-99.675,-100.083,-103.080,-103.040,-100.481,-100.355,-100.359,-103.318,-100.357,-101.663,-102.802,-99.999,-101.683,-102.475,-98.334,-101.363,-103.017,-103.180,-101.941,-100.119,-102.393,-102.102,-101.477,-101.688,-102.134,-101.867,-102.205,-99.051,-101.729,-103.824,-101.121,-101.790,-104.228,-105.175,-100.346,-100.658,-102.750,-102.775,-100.857,-102.600,-100.158,-100.502,-101.104,-101.410,-100.197,-101.106,-100.794,-100.156,-101.396,-101.111,-100.885,-101.810,-103.050,-102.446,-102.400,-100.887
164.218,101.290,-103.355,-103.913,-101.287,-101.990,-104.726,-101.831,-100.245,-101.276,-102.597,-99.265,-102.241,-102.810,-101.080,-99.906,-101.084,-100.402,-100.360,-102.336,-101.688,-100.044,-102.206,-100.601,-99.081,-102.625,-100.477,-102.054,-101.852,-101.842,-101.888,-101.872,-99.620,-102.558,-100.409,-103.050,-101.598,-100.227,-100.987,-99.687,-98.923,-100.737,-101.170,-103.146,-99.027,-101.931,-105.220,-102.575,-101.212,-100.833,-102.447,-103.967,-102.485,-101.079,-100.520,-101.246,-100.322,-102.250,-101.611,-102.313,-100.669,-100.861,-101.967,-103.179,-99.767,-100.749,-102.254,-99.968,-101.987,-103.257,-103.913,-99.056,-105.014,-99.755,-101.601,-103.837,-101.555,-100.547,-100.846,-102.190,-102.130,-100.429,-98.727,-103.561,-101.165,-101.613,-101.644,-103.664,-100.729,-99.937,-100.490,-103.149,-103.891,-102.107,-102.444,-102.019,-103.092,-101.166,-101.742,-99.588,-103.431,-102.892,-100.947
204.999,101.290,-102.908,-100.601,-101.834,-100.006,-101.825,-102.862,-101.382,-101.922,-103.282,-101.172,-100.829,-102.768,-100.396,-101.318,-102.278,-101.138,-101.041,-98.916,-101.071,-102.931,-100.582,-100.137,-100.362,-100.463,-101.898,-100.592,-99.256,-101.037,-100.508,-103.024,-103.347,-101.951,-101.853,-102.717,-101.628,-99.644,-102.467,-100.755,-103.805,-101.872,-102.786,-102.262,-99.980,-103.187,-101.121,-100.834,-100.023,-101.096,-103.948,-102.401,-102.168,-101.822,-102.336,-101.742,-102.920,-101.778,-99.743,-101.826,-101.224,-100.741,-99.917,-100.974,-100.542,-100.570,-100.629,-100.852,-99.456,-102.335,-102.525,-100.936,-100.198,-101.694,-99.653,-100.621,-102.335,-100.868,-101.484,-101.483,-99.551,-100.111,-101.213,-100.411,-103.836,-102.848,-101.366,-100.940,-101.637,-104.611,-102.213,-103.848,-103.065,-103.884,-102.227,-102.292,-99.253,-99.345,-99.393,-101.279,-99.668,-99.975,-99.953
245.780,101.290,-102.974,-102.078,-100.483,-100.274,-104.309,-102.069,-102.376,-99.824,-99.822,-103.152,-102.790,-101.183,-101.522,-100.929,-102.709,-99.224,-100.881,-102.613,-101.290,-99.174,-102.083,-98.317,-100.287,-101.587,-100.477,-99.238,-101.353,-102.481,-102.602,-103.457,-100.375,-100.826,-102.655,-101.956,-99.954,-101.080,-101.005,-103.252,-101.039,-100.520,-101.768,-104.511,-100.226,-103.199,-102.004,-101.171,-104.385,-101.731,-100.366,-101.572,-103.862,-104.194,-101.311,-104.336,-99.972,-102.295,-102.321,-100.368,-102.209,-101.460,-101.979,-102.786,-102.626,-103.736,-100.955,-101.505,-100.333,-103.200,-99.251,-102.745,-99.338,-99.608,-101.513,-99.713,-100.832,-101.413,-105.644,-100.019,-100.841,-99.482,-100.681,-103.484,-101.785,-103.691,-102.214,-102.071,-103.076,-101.442,-101.030,-103.792,-101.273,-101.981,-100.916,-102.147,-102.653,-102.515,-100.023,-101.394,-102.340,-101.574,-101.262
286.561,101.290,-101.577,-103.343,-101.327,-100.176,-102.249,-99.342,-99.974,-100.406,-101.614,-101.648,-101.414,-101.942,-103.817,-102.047,-99.949,-103.666,-100.661,-101.597,-100.348,-100.976,-101.970,-99.426,-99.187,-103.427,-101.084,-101.102,-101.448,-101.348,-101.666,-101.422,-100.979,-100.273,-100.629,-99.696,-100.121,-99.488,-100.783,-100.688,-100.606,-102.016,-102.507,-103.075,-101.697,-101.824,-100.310,-102.557,-100.890,-100.325,-101.014,-99.246,-102.075,-101.175,-102.006,-101.880,-100.466,-101.008,-101.120,-101.238,-102.662,-101.909,-99.667,-101.188,-100.500,-102.423,-101.748,-102.574,-100.937,-100.975,-103.085,-99.215,-101.549,-98.733,-98.793,-103.909,-101.808,-101.030,-102.078,-101.623,-102.783,-102.978,-101.661,-101.653,-101.944,-101.299,-100.523,-102.009,-99.664,-101.213,-100.675,-100.445,-102.592,-101.577,-101.478,-101.739,-102.203,-103.961,-100.562,-101.920,-101.845,-99.844,-101.890
